0x40	0x41
0x0	0x2
0x4	0x5
0xf	0x12
0x2	0x4
0x5	0x7
0x7	0x8
0x8	0xb
0xc	0xf
0x12	0x14
0x14	0x15
0x15	0x19
0x19	0x1a
0x1a	0x1c
0x1c	0x1e
0x1e	0x21
0x23	0x25
0x25	0x26
0x26	0x28
0x28	0x29
0x29	0x2b
0x2b	0x2e
0x2f	0x31
0x31	0x32
0x32	0x36
0x36	0x38
0x38	0x3a
0x3b	0x3d
0x3d	0x40
0x42	0x44
0x44	0x47
0x47	0x48
0x49	0x6a
0x6a	0x6d
0x6d	0x6e
0x6f	0x7e
0x7e	0x80
0x80	0x81
0x81	0x84
0x84	0x85
0x86	0x88
0x88	0x89
0x89	0x8b
0x8b	0x8e
0x8e	0x90
0x92	0x94
0x94	0x95
0x95	0x99
0x99	0x9a
0x9a	0x9c
0x9c	0x9d
0x9d	0x9f
0x9f	0xa0
0xa0	0xa3
0xa4	0xa7
0xa7	0xa8
0xa8	0xab
0xab	0xac
0xac	0xad
0xad	0xb0
0xb0	0xb2
0xb5	0xb6
0xb6	0xb9
0xba	0xbd
0xbd	0xbe
0xbe	0xc1
0xc1	0xc2
0xc2	0xc4
0xc7	0xcb
0xcb	0xce
0xce	0xd0
0xd1	0xd3
0xb	0xc
0x21	0x23
0x2e	0x2f
0xa3	0xa4
0xb9	0xba
0x90	0x92
0xd0	0xd1
0x3a	0x3b
0x41	0x42
0x48	0x49
0x6e	0x6f
0x85	0x86
0xb2	0xb5
0xc4	0xc7
