0x3437	0x35cc
0x3bd7	0x3bd7
0x3bdd	0x3ca5
0x3df0	0x3f0a
0x3f13	0x4077
0x33e5	0x4f33
0x35df	0x4fa1
0x37d8	0x4fca
0x38eb	0x4fee
0x3945	0x5013
0x39e0	0x5038
0x3d3f	0x5061
0x3d3f	0x5085
0x40e7	0x50a9
0x40fe	0x50d0
0x1cde	0x1e190x1cde
0x1e94	0x1fda0x1e94
0x33a3	0x2cf60x33a3
0x377e	0x2cf60x377e
0x3945	0x2cf60x3945
0x399e	0x2cf60x399e
0x1e94	0x4de90x1e94
0x1e94	0x4e0e0x1e94
0x2d4c	0x4e580x2d4c
0x2d4c	0x4e7c0x2d4c
0x332d	0x4ec40x332d
0x332d	0x4f0e0x332d
