0x1360	0x3786	0	Regular
0x2345	0x3786	0	Regular
0x36b2	0x3786	0	Regular
0x3fa6	0x3786	0	Regular
0x3582B0x2247	0x3786	0	Regular
0x3582B0x11ed	0x3786	0	Regular
0x3582B0x1d66	0x3786	0	Regular
0x3582B0x3c7c	0x3786	0	Regular
0x3582B0x284a	0x3786	0	Regular
0x3582B0x2c7a	0x3786	0	Regular
0x3582B0x2ad1	0x3786	0	Regular
0x3582B0x2efa	0x3786	0	Regular
0x3582B0x3ecc	0x3786	0	Regular
0x3582B0x3fe9	0x3786	0	Regular
0x3582B0x42b5	0x3786	0	Regular
0x3582B0x2dd00xcf7	0x3786	0	Regular
0x3582B0x2dd00x2da2	0x3786	0	Regular
