0x0	__function_selector__
0x386	setDelegate(address,bytes32,address)
0x3cb	changeGovernanceAddress(address)
0x3fe	name()
0x488	approve(address,uint256)
0x4d5	claimRewards(uint256)
0x4ff	getTargetBufferBalance()
0x526	totalSupply()
0x53b	transferFrom(address,address,uint256)
0x57e	lowestActiveProxyIndex()
0x593	getLiquidityProtectionContract()
0x5c4	decimals()
0x5ef	confirmLiquidityProviderImplementationChange()
0x604	getNav()
0x619	increaseAllowance(address,uint256)
0x652	pauseContract()
0x667	depositIdToDeposit(uint256)
0x6c1	withdrawableBntFees()
0x6d6	addLiquidity(address,uint256)
0x70f	getBancorNetworkContract()
0x724	paused()
0x739	initialize(address,address,address,address,address,address,uint256,uint256,uint256,string)
0x83c	feeDivisors()
0x86f	confirmGovernanceAddressChange()
0x884	balanceOf(address)
0x8b7	renounceOwnership()
0x8cc	getRewardsContributionToNav()
0x8e1	getProxyAddressRewardsContributionToNav(address)
0x914	pendingRewardsContributionToNav()
0x929	claimRewardsAndRemoveLiquidity()
0x93e	setManager2(address)
0x971	owner()
0x986	getProxyAddressDepositIds(address)
0xa09	adminActiveTimestamp()
0xa1e	approveVbnt(address)
0xa51	updateTotalAllocatedNav(uint256,uint256)
0xa81	symbol()
0xa96	nextProxyIndex()
0xaab	proxyIndexToAddress(uint256)
0xad5	decreaseAllowance(address,uint256)
0xb0e	transfer(address,uint256)
0xb47	updatePendingRewardsContributionToNav(uint256,uint256)
0xb77	unpauseContract()
0xb8c	mintWithToken(uint256)
0xbb6	claimAndRestake(uint256,address)
0xbef	burn(uint256,bool,address[],uint256)
0xcaf	setManager(address)
0xce2	totalAllocatedNav()
0xcf7	calculateMintAmount(uint256,uint256)
0xd27	emergencyClaimAndRemove()
0xd3c	getBufferBalance()
0xd51	allowance(address,address)
0xd8c	emergencyClaimBalance(uint256)
0xdb6	setFeeDivisors(uint256,uint256,uint256)
0xdec	getStakingRewardsContract()
0xe01	changeLiquidityProviderImplementation(address)
0xe34	claimBalance(uint256)
0xe5e	mint(address[],uint256)
0xece	transferOwnership(address)
0x1099	0x1099
0x12e3	0x12e3
0x1303	0x1303
0x139d	0x139d
0x150b	0x150b
0x1593	0x1593
0x19f0	0x19f0
0x1d4a	0x1d4a
0x1da9	0x1da9
0x1eaa	0x1eaa
0x228a	0x228a
0x2552	0x2552
0x2da2	0x2da2
0x2df3	0x2df3
0x2e66	0x2e66
0x3011	0x3011
0x3492	0x3492
0x3496	0x3496
0x3582	0x3582
0x35c4	0x35c4
0x35db	0x35db
0x361d	0x361d
0x3786	0x3786
0x381d	0x381d
0x3915	0x3915
0x397d	0x397d
0x3984	0x3984
0x398a	0x398a
0x3a3f	0x3a3f
0x3af0	0x3af0
0x3b8d	0x3b8d
0x3c7c	0x3c7c
0x3eba	0x3eba
0x3efc	0x3efc
0x405d	0x405d
0x415f	0x415f
0x4309	0x4309
0x43af	0x43af
0x444f	0x444f
0x4527	0x4527
0x4620	0x4620
0x46cb	0x46cb
0x4868	0x4868
0x48e6	0x48e6
0x4b2e	()
0x4b2e	fallback()
0x5a82	0x5a82
0x5c1e	0x5c1e
0x5d3c	0x5d3c
