0x1a	0xec
0x1f1e0x13d8V0x17cf0x600	0xef60x1f1eB0x17cf0x600
0x1f1e0x13cdV0x17cf0x600	0x13d70x1f1eB0x17cf0x600
0x1f1e0x13b6V0x17cf0x600	0x13be0x1f1eB0x17cf0x600
0x1f1e0x139bV0x17cf0x600	0x13a80x1f1eB0x17cf0x600
0x1f1e0x138cV0x17cf0x600	0x13940x1f1eB0x17cf0x600
0x1f1e0x7caV0x17cf0x600	0x13580x1f1eB0x17cf0x600
0x2bedV0x21560x1f1eV0x17cf0x600	0x2c040x2be9B0x21560x1f1eB0x17cf0x600
0x2be90x2c07V0x21560x1f1eV0x17cf0x600	0x3c430x2be9B0x21560x1f1eB0x17cf0x600
0xae9V0x3ea	0xaf2B0x3ea
0xa520x2f93V0x3ea	0x2fa60xa52B0x3ea
0xa520x2f90V0x3ea	0x2fbb0xa52B0x3ea
0xa520x1b26V0x3ea	0x1b2f0xa52B0x3ea
0xa520x18daV0x3ea	0x18df0xa52B0x3ea
0xa520x18d0V0x3ea	0x19000xa52B0x3ea
0xa520x1806V0x3ea	0x1a910xa52B0x3ea
0xa520x2f75V0x3ea	0x3d240xa52B0x3ea
0xa520x2b1cV0x3ea	0x2b210xa52B0x3ea
0xa520x2b12V0x3ea	0x2b3f0xa52B0x3ea
0xa520x29f7V0x3ea	0x29fc0xa52B0x3ea
0xa520x197cV0x3ea	0x19810xa52B0x3ea
0xa98V0x3ea	0xaa0B0x3ea
0xaa7V0x3ea	0xab4B0x3ea
0xac2V0x3ea	0xacaB0x3ea
0xad0V0x3ea	0xae3B0x3ea
0xae5V0x3ea	0xaf4B0x3ea
0xb38V0x3ea	0xb40B0x3ea
0xb47V0x3ea	0xb54B0x3ea
0xb62V0x3ea	0xb6aB0x3ea
0xb6dV0x3ea	0x177a0xa52B0x3ea
0xa520x2bedV0x3ea	0x2c040xa52B0x3ea
0xa520x2c07V0x3ea	0x3c430xa52B0x3ea
0xa520x2f7cV0x3ea	0x2f840xa52B0x3ea
0xa520x2fa7V0x3ea	0x2faf0xa52B0x3ea
0xa520x2fc4V0x3ea	0x2fd70xa52B0x3ea
0xa520x2fc1V0x3ea	0x2fec0xa52B0x3ea
0xa520x2fd8V0x3ea	0x2fe00xa52B0x3ea
0xa520x2ff6V0x3ea	0x2be90xa52B0x3ea
0xa520x2fbcV0x3ea	0x2fec0xa52B0x3ea
0xa520x2f8cV0x3ea	0x2fc00xa52B0x3ea
0xa520x2f87V0x3ea	0x2ff80xa52B0x3ea
0xa520x2f6cV0x3ea	0x2f790xa52B0x3ea
0xa520x2b77V0x3ea	0x29e30xa52B0x3ea
0xa520x2b53V0x3ea	0x2b580xa52B0x3ea
0xa520x2b45V0x3ea	0x2b700xa52B0x3ea
0xa520x2b3bV0x3ea	0x2f4e0xa52B0x3ea
0xa520x2b0cV0x3ea	0x2b720xa52B0x3ea
0xa520x2afeV0x3ea	0x2b060xa52B0x3ea
0xa520x2ae3V0x3ea	0x2af00xa52B0x3ea
0xa520x2ad4V0x3ea	0x2adc0xa52B0x3ea
0xa520x2a81V0x3ea	0x2b0a0xa52B0x3ea
0xa520x2a74V0x3ea	0x2a7c0xa52B0x3ea
0xa520x2a59V0x3ea	0x2a660xa52B0x3ea
0xa520x2a4aV0x3ea	0x2a520xa52B0x3ea
0xa520x29eaV0x3ea	0x3bf60xa52B0x3ea
0xa520x29cdV0x3ea	0x29d70xa52B0x3ea
0xa520x1b22V0x3ea	0x1b310xa52B0x3ea
0xa520x1b0dV0x3ea	0x1b200xa52B0x3ea
0xa520x1af4V0x3ea	0x1b010xa52B0x3ea
0xa520x1ae5V0x3ea	0x1aed0xa52B0x3ea
0xa520x1a95V0x3ea	0x17df0xa52B0x3ea
0xa520x1a47V0x3ea	0x1a8d0xa52B0x3ea
0xa520x1a3dV0x3ea	0x1a450xa52B0x3ea
0xa520x1a22V0x3ea	0x1a2f0xa52B0x3ea
0xa520x1a13V0x3ea	0x1a1b0xa52B0x3ea
0xa520x19a6V0x3ea	0x19ab0xa52B0x3ea
0xa520x195cV0x3ea	0x1a4e0xa52B0x3ea
0xa520x194aV0x3ea	0x29dc0xa52B0x3ea
0xa520x193cV0x3ea	0x19410xa52B0x3ea
0xa520x1912V0x3ea	0x19170xa52B0x3ea
0xa520x1908V0x3ea	0x194e0xa52B0x3ea
0xa520x1901V0x3ea	0x1a8f0xa52B0x3ea
0xa520x18feV0x3ea	0x29850xa52B0x3ea
0xa520x18ccV0x3ea	0x19050xa52B0x3ea
0xa520x18c0V0x3ea	0x18c80xa52B0x3ea
0xa520x18a5V0x3ea	0x18b20xa52B0x3ea
0xa520x1896V0x3ea	0x189e0xa52B0x3ea
0xa520x183bV0x3ea	0x18400xa52B0x3ea
0xa520x1814V0x3ea	0x18190xa52B0x3ea
0xa520x1802V0x3ea	0x180a0xa52B0x3ea
0xa520x17f0V0x3ea	0x17f50xa52B0x3ea
0xa520x17e6V0x3ea	0x1a990xa52B0x3ea
0xa520x177fV0x3ea	0x17cf0xa52B0x3ea
0x28ccV0x29850xa52V0x3ea	0x28d5B0x29850xa52B0x3ea
0x27ceV0x29850xa52V0x3ea	0x27dfB0x29850xa52B0x3ea
0x27e0V0x29850xa52V0x3ea	0x2830B0x29850xa52B0x3ea
0x28abV0x29850xa52V0x3ea	0x28d0B0x29850xa52B0x3ea
0x2854V0x29850xa52V0x3ea	0x286eB0x29850xa52B0x3ea
0x28dcV0x29850xa52V0x3ea	0x292cB0x29850xa52B0x3ea
0x2930V0x29850xa52V0x3ea	0x3bacB0x29850xa52B0x3ea
0x294bV0x29850xa52V0x3ea	0x3bd1B0x29850xa52B0x3ea
0x286aV0x29850xa52V0x3ea	0x284fB0x29850xa52B0x3ea
0x2940V0x29850xa52V0x3ea	0x2948B0x29850xa52B0x3ea
0x31eaV0x2fe00xa52V0x3ea	0x3d71B0x2fe00xa52B0x3ea
0x1fd6V0x17cf0xa52V0x3ea	0x1ffcB0x17cf0xa52B0x3ea
0x1fdcV0x17cf0xa52V0x3ea	0x3a05B0x17cf0xa52B0x3ea
0x2022V0x17cf0xa52V0x3ea	0x204bB0x17cf0xa52B0x3ea
0x202cV0x17cf0xa52V0x3ea	0x2031B0x17cf0xa52B0x3ea
0x1f1e0x2187V0x17cf0xa52V0x3ea	0x218c0x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x144aV0x17cf0xa52V0x3ea	0x14620x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x1420V0x17cf0xa52V0x3ea	0x14360x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x20cbV0x17cf0xa52V0x3ea	0x20d00x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x1e01V0x17cf0xa52V0x3ea	0x1e060x1f1eB0x17cf0xa52B0x3ea
0x1f23V0x17cf0xa52V0x3ea	0x1f2aB0x17cf0xa52B0x3ea
0x1f53V0x17cf0xa52V0x3ea	0x1f66B0x17cf0xa52B0x3ea
0x1f82V0x17cf0xa52V0x3ea	0x1f95B0x17cf0xa52B0x3ea
0x1fb4V0x17cf0xa52V0x3ea	0x1fc7B0x17cf0xa52B0x3ea
0x1fd0V0x17cf0xa52V0x3ea	0x2012B0x17cf0xa52B0x3ea
0x1fffV0x17cf0xa52V0x3ea	0x200eB0x17cf0xa52B0x3ea
0x2050V0x17cf0xa52V0x3ea	0x205fB0x17cf0xa52B0x3ea
0x205aV0x17cf0xa52V0x3ea	0x7b40x1f1eB0x17cf0xa52B0x3ea
0x2047V0x17cf0xa52V0x3ea	0x1d710x1f1eB0x17cf0xa52B0x3ea
0x2069V0x17cf0xa52V0x3ea	0x206eB0x17cf0xa52B0x3ea
0x2082V0x17cf0xa52V0x3ea	0x2087B0x17cf0xa52B0x3ea
0x2093V0x17cf0xa52V0x3ea	0x20a6B0x17cf0xa52B0x3ea
0x20b0V0x17cf0xa52V0x3ea	0x2015B0x17cf0xa52B0x3ea
0x201cV0x17cf0xa52V0x3ea	0x20b4B0x17cf0xa52B0x3ea
0x1f1e0x215aV0x17cf0xa52V0x3ea	0x21690x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x3a65V0x17cf0xa52V0x3ea	0x278b0x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x3a3aV0x17cf0xa52V0x3ea	0x278b0x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x2f06V0x17cf0xa52V0x3ea	0x2f0b0x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x2ed4V0x17cf0xa52V0x3ea	0x2ef10x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x2ec0V0x17cf0xa52V0x3ea	0x2eac0x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x2eb1V0x17cf0xa52V0x3ea	0x2ec40x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x2e78V0x17cf0xa52V0x3ea	0x2eff0x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x27c9V0x17cf0xa52V0x3ea	0x2e730x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x278eV0x17cf0xa52V0x3ea	0x3b860x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x274aV0x17cf0xa52V0x3ea	0x3b600x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x2742V0x17cf0xa52V0x3ea	0x27470x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x2736V0x17cf0xa52V0x3ea	0x14680x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x272fV0x17cf0xa52V0x3ea	0x273a0x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x21bdV0x17cf0xa52V0x3ea	0x216e0x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x21a9V0x17cf0xa52V0x3ea	0x21ae0x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x21a0V0x17cf0xa52V0x3ea	0x272b0x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x2175V0x17cf0xa52V0x3ea	0x21c10x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x2152V0x17cf0xa52V0x3ea	0x20b80x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x2145V0x17cf0xa52V0x3ea	0x272b0x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x2139V0x17cf0xa52V0x3ea	0x14120x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x2120V0x17cf0xa52V0x3ea	0x21250x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x2109V0x17cf0xa52V0x3ea	0x210e0x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x20e7V0x17cf0xa52V0x3ea	0x20f50x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x20bfV0x17cf0xa52V0x3ea	0x21560x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x1f1aV0x17cf0xa52V0x3ea	0x1ded0x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x1f05V0x17cf0xa52V0x3ea	0x1f0d0x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x1eeaV0x17cf0xa52V0x3ea	0x1ef70x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x1edbV0x17cf0xa52V0x3ea	0x1ee30x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x1e8aV0x17cf0xa52V0x3ea	0x1f150x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x1e7eV0x17cf0xa52V0x3ea	0x1e860x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x1e63V0x17cf0xa52V0x3ea	0x1e700x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x1e54V0x17cf0xa52V0x3ea	0x1e5c0x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x1df4V0x17cf0xa52V0x3ea	0x39df0x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x1ddeV0x17cf0xa52V0x3ea	0x1de60x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x1dc3V0x17cf0xa52V0x3ea	0x1dd00x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x1db4V0x17cf0xa52V0x3ea	0x1dbc0x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x1446V0x17cf0xa52V0x3ea	0x14650x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x1439V0x17cf0xa52V0x3ea	0x14650x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x141cV0x17cf0xa52V0x3ea	0x143d0x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x13d8V0x17cf0xa52V0x3ea	0xef60x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x13cdV0x17cf0xa52V0x3ea	0x13d70x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x13b6V0x17cf0xa52V0x3ea	0x13be0x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x139bV0x17cf0xa52V0x3ea	0x13a80x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x138cV0x17cf0xa52V0x3ea	0x13940x1f1eB0x17cf0xa52B0x3ea
0x1f1e0x7caV0x17cf0xa52V0x3ea	0x13580x1f1eB0x17cf0xa52B0x3ea
0x2bedV0x21560x1f1eV0x17cf0xa52V0x3ea	0x2c040x2be9B0x21560x1f1eB0x17cf0xa52B0x3ea
0x2be90x2c07V0x21560x1f1eV0x17cf0xa52V0x3ea	0x3c430x2be9B0x21560x1f1eB0x17cf0xa52B0x3ea
0xe8cV0x48c	0xe93B0x48c
0xe8fV0x48c	0x1ca1B0x48c
0xea8V0x48c	0xee2B0x48c
0xee3V0x48c	0x387bB0x48c
0x1cd1V0xee2V0x48c	0x1d21B0xee2B0x48c
0x1d2cV0xee2V0x48c	0x1d33B0xee2B0x48c
0x1d69V0xee2V0x48c	0x39bdB0xee2B0x48c
0x1d6dV0xee2V0x48c	0x2b83B0xee2B0x48c
0xf43V0x9b60x226	0x389cB0x9b60x226
0x21ffV0xf42V0x9b60x226	0x3aa7B0xf42B0x9b60x226
0x224aV0xf42V0x9b60x226	0x3af8B0xf42B0x9b60x226
0x228fV0xf42V0x9b60x226	0x2294B0xf42B0x9b60x226
0x242eV0xf42V0x9b60x226	0x2433B0xf42B0x9b60x226
0x24f0V0xf42V0x9b60x226	0x24f8B0xf42B0x9b60x226
0x2542V0xf42V0x9b60x226	0x2547B0xf42B0x9b60x226
0x266eV0xf42V0x9b60x226	0x2673B0xf42B0x9b60x226
0x21d1V0xf42V0x9b60x226	0x21d8B0xf42B0x9b60x226
0x21dcV0xf42V0x9b60x226	0x21e5B0xf42B0x9b60x226
0x21e8V0xf42V0x9b60x226	0x21efB0xf42B0x9b60x226
0x21f8V0xf42V0x9b60x226	0x221eB0xf42B0x9b60x226
0x221fV0xf42V0x9b60x226	0x2237B0xf42B0x9b60x226
0x2223V0xf42V0x9b60x226	0x3acdB0xf42B0x9b60x226
0x3aaaV0xf42V0x9b60x226	0x226aB0xf42B0x9b60x226
0x2246V0xf42V0x9b60x226	0x2261B0xf42B0x9b60x226
0x2266V0xf42V0x9b60x226	0x3b1eB0xf42B0x9b60x226
0x3afbV0xf42V0x9b60x226	0x226aB0xf42B0x9b60x226
0x22dfV0xf42V0x9b60x226	0x22e7B0xf42B0x9b60x226
0x22eeV0xf42V0x9b60x226	0x22fbB0xf42B0x9b60x226
0x2309V0xf42V0x9b60x226	0x2311B0xf42B0x9b60x226
0x2317V0xf42V0x9b60x226	0x2321B0xf42B0x9b60x226
0x2324V0xf42V0x9b60x226	0x2333B0xf42B0x9b60x226
0x2412V0xf42V0x9b60x226	0x227bB0xf42B0x9b60x226
0x2338V0xf42V0x9b60x226	0x2341B0xf42B0x9b60x226
0x2352V0xf42V0x9b60x226	0x235bB0xf42B0x9b60x226
0x235dV0xf42V0x9b60x226	0x2409B0xf42B0x9b60x226
0x23d3V0xf42V0x9b60x226	0x23dbB0xf42B0x9b60x226
0x23e2V0xf42V0x9b60x226	0x23efB0xf42B0x9b60x226
0x23fdV0xf42V0x9b60x226	0x2405B0xf42B0x9b60x226
0x2282V0xf42V0x9b60x226	0x2416B0xf42B0x9b60x226
0x2478V0xf42V0x9b60x226	0x2480B0xf42B0x9b60x226
0x2487V0xf42V0x9b60x226	0x2494B0xf42B0x9b60x226
0x24a2V0xf42V0x9b60x226	0x24aaB0xf42B0x9b60x226
0x24baV0xf42V0x9b60x226	0x26deB0xf42B0x9b60x226
0x26e4V0xf42V0x9b60x226	0x241aB0xf42B0x9b60x226
0x24ffV0xf42V0x9b60x226	0x250cB0xf42B0x9b60x226
0x251aV0xf42V0x9b60x226	0x2522B0xf42B0x9b60x226
0x2528V0xf42V0x9b60x226	0x25b1B0xf42B0x9b60x226
0x25cfV0xf42V0x9b60x226	0x25d4B0xf42B0x9b60x226
0x258cV0xf42V0x9b60x226	0x2594B0xf42B0x9b60x226
0x259bV0xf42V0x9b60x226	0x25a8B0xf42B0x9b60x226
0x25adV0xf42V0x9b60x226	0x26dcB0xf42B0x9b60x226
0x261aV0xf42V0x9b60x226	0x2622B0xf42B0x9b60x226
0x2629V0xf42V0x9b60x226	0x2636B0xf42B0x9b60x226
0x2644V0xf42V0x9b60x226	0x264cB0xf42B0x9b60x226
0x2654V0xf42V0x9b60x226	0x26d9B0xf42B0x9b60x226
0x26b8V0xf42V0x9b60x226	0x26c0B0xf42B0x9b60x226
0x26c7V0xf42V0x9b60x226	0x26d4B0xf42B0x9b60x226
0x2421V0xf42V0x9b60x226	0x26e8B0xf42B0x9b60x226
0x226cV0xf42V0x9b60x226	0x2278B0xf42B0x9b60x226
0x21e1V0xf42V0x9b60x226	0x3a86B0xf42B0x9b60x226
0x2274V0xf42V0x9b60x226	0x3b3fB0xf42B0x9b60x226
0x231dV0xf42V0x9b60x226	0x240eB0xf42B0x9b60x226
0x2362V0xf42V0x9b60x226	0x237bB0xf42B0x9b60x226
0x2d50V0x2321V0xf42V0x9b60x226	0x3cb0B0x2321B0xf42B0x9b60x226
0x1472V0x2d4dV0x2321V0xf42V0x9b60x226	0x14810x146eB0x2d4dB0x2321B0xf42B0x9b60x226
0x146e0x1484V0x2d4dV0x2321V0xf42V0x9b60x226	0x14930x146eB0x2d4dB0x2321B0xf42B0x9b60x226
0x2d7bV0x2333V0xf42V0x9b60x226	0x2d80B0x2333B0xf42B0x9b60x226
0x2e0aV0x2333V0xf42V0x9b60x226	0x2e37B0x2333B0xf42B0x9b60x226
0x2e14V0x2333V0xf42V0x9b60x226	0x2e19B0x2333B0xf42B0x9b60x226
0x2d620x2f93V0x2333V0xf42V0x9b60x226	0x2fa60x2d62B0x2333B0xf42B0x9b60x226
0x2d620x2f90V0x2333V0xf42V0x9b60x226	0x2fbb0x2d62B0x2333B0xf42B0x9b60x226
0x2d620x2f75V0x2333V0xf42V0x9b60x226	0x3d240x2d62B0x2333B0xf42B0x9b60x226
0x2dceV0x2333V0xf42V0x9b60x226	0x2dd6B0x2333B0xf42B0x9b60x226
0x2dddV0x2333V0xf42V0x9b60x226	0x2deaB0x2333B0xf42B0x9b60x226
0x2df8V0x2333V0xf42V0x9b60x226	0x2e00B0x2333B0xf42B0x9b60x226
0x2e04V0x2333V0xf42V0x9b60x226	0x2e6aB0x2333B0xf42B0x9b60x226
0x2e6fV0x2333V0xf42V0x9b60x226	0x2d67B0x2333B0xf42B0x9b60x226
0x2e3dV0x2333V0xf42V0x9b60x226	0x2e68B0x2333B0xf42B0x9b60x226
0x2e33V0x2333V0xf42V0x9b60x226	0x2f4e0x2d62B0x2333B0xf42B0x9b60x226
0x2d6eV0x2333V0xf42V0x9b60x226	0x3cd6B0x2333B0xf42B0x9b60x226
0x2e4bV0x2333V0xf42V0x9b60x226	0x2e50B0x2333B0xf42B0x9b60x226
0x2d620x2bedV0x2333V0xf42V0x9b60x226	0x2c040x2d62B0x2333B0xf42B0x9b60x226
0x2d620x2c07V0x2333V0xf42V0x9b60x226	0x3c430x2d62B0x2333B0xf42B0x9b60x226
0x2d620x2f7cV0x2333V0xf42V0x9b60x226	0x2f840x2d62B0x2333B0xf42B0x9b60x226
0x2d620x2fa7V0x2333V0xf42V0x9b60x226	0x2faf0x2d62B0x2333B0xf42B0x9b60x226
0x2d620x2fc4V0x2333V0xf42V0x9b60x226	0x2fd70x2d62B0x2333B0xf42B0x9b60x226
0x2d620x2fc1V0x2333V0xf42V0x9b60x226	0x2fec0x2d62B0x2333B0xf42B0x9b60x226
0x2d620x2fd8V0x2333V0xf42V0x9b60x226	0x2fe00x2d62B0x2333B0xf42B0x9b60x226
0x2d620x2ff6V0x2333V0xf42V0x9b60x226	0x2be90x2d62B0x2333B0xf42B0x9b60x226
0x2d620x2fbcV0x2333V0xf42V0x9b60x226	0x2fec0x2d62B0x2333B0xf42B0x9b60x226
0x2d620x2f8cV0x2333V0xf42V0x9b60x226	0x2fc00x2d62B0x2333B0xf42B0x9b60x226
0x2d620x2f87V0x2333V0xf42V0x9b60x226	0x2ff80x2d62B0x2333B0xf42B0x9b60x226
0x2d620x2f6cV0x2333V0xf42V0x9b60x226	0x2f790x2d62B0x2333B0xf42B0x9b60x226
0x31eaV0x2fe00x2d62V0x2333V0xf42V0x9b60x226	0x3d71B0x2fe00x2d62B0x2333B0xf42B0x9b60x226
0x29cdV0x2361V0xf42V0x9b60x226	0x29d70x2985B0x2361B0xf42B0x9b60x226
0x28ccV0x2985V0x2361V0xf42V0x9b60x226	0x28d5B0x2985B0x2361B0xf42B0x9b60x226
0x27ceV0x2985V0x2361V0xf42V0x9b60x226	0x27dfB0x2985B0x2361B0xf42B0x9b60x226
0x27e0V0x2985V0x2361V0xf42V0x9b60x226	0x2830B0x2985B0x2361B0xf42B0x9b60x226
0x28abV0x2985V0x2361V0xf42V0x9b60x226	0x28d0B0x2985B0x2361B0xf42B0x9b60x226
0x2854V0x2985V0x2361V0xf42V0x9b60x226	0x286eB0x2985B0x2361B0xf42B0x9b60x226
0x28dcV0x2985V0x2361V0xf42V0x9b60x226	0x292cB0x2985B0x2361B0xf42B0x9b60x226
0x2930V0x2985V0x2361V0xf42V0x9b60x226	0x3bacB0x2985B0x2361B0xf42B0x9b60x226
0x294bV0x2985V0x2361V0xf42V0x9b60x226	0x3bd1B0x2985B0x2361B0xf42B0x9b60x226
0x286aV0x2985V0x2361V0xf42V0x9b60x226	0x284fB0x2985B0x2361B0xf42B0x9b60x226
0x2940V0x2985V0x2361V0xf42V0x9b60x226	0x2948B0x2985B0x2361B0xf42B0x9b60x226
0xf43V0x9b60x408	0x389cB0x9b60x408
0x21ffV0xf42V0x9b60x408	0x3aa7B0xf42B0x9b60x408
0x224aV0xf42V0x9b60x408	0x3af8B0xf42B0x9b60x408
0x228fV0xf42V0x9b60x408	0x2294B0xf42B0x9b60x408
0x242eV0xf42V0x9b60x408	0x2433B0xf42B0x9b60x408
0x24f0V0xf42V0x9b60x408	0x24f8B0xf42B0x9b60x408
0x2542V0xf42V0x9b60x408	0x2547B0xf42B0x9b60x408
0x266eV0xf42V0x9b60x408	0x2673B0xf42B0x9b60x408
0x21d1V0xf42V0x9b60x408	0x21d8B0xf42B0x9b60x408
0x21dcV0xf42V0x9b60x408	0x21e5B0xf42B0x9b60x408
0x21e8V0xf42V0x9b60x408	0x21efB0xf42B0x9b60x408
0x21f8V0xf42V0x9b60x408	0x221eB0xf42B0x9b60x408
0x221fV0xf42V0x9b60x408	0x2237B0xf42B0x9b60x408
0x2223V0xf42V0x9b60x408	0x3acdB0xf42B0x9b60x408
0x3aaaV0xf42V0x9b60x408	0x226aB0xf42B0x9b60x408
0x2246V0xf42V0x9b60x408	0x2261B0xf42B0x9b60x408
0x2266V0xf42V0x9b60x408	0x3b1eB0xf42B0x9b60x408
0x3afbV0xf42V0x9b60x408	0x226aB0xf42B0x9b60x408
0x22dfV0xf42V0x9b60x408	0x22e7B0xf42B0x9b60x408
0x22eeV0xf42V0x9b60x408	0x22fbB0xf42B0x9b60x408
0x2309V0xf42V0x9b60x408	0x2311B0xf42B0x9b60x408
0x2317V0xf42V0x9b60x408	0x2321B0xf42B0x9b60x408
0x2324V0xf42V0x9b60x408	0x2333B0xf42B0x9b60x408
0x2412V0xf42V0x9b60x408	0x227bB0xf42B0x9b60x408
0x2338V0xf42V0x9b60x408	0x2341B0xf42B0x9b60x408
0x2352V0xf42V0x9b60x408	0x235bB0xf42B0x9b60x408
0x235dV0xf42V0x9b60x408	0x2409B0xf42B0x9b60x408
0x23d3V0xf42V0x9b60x408	0x23dbB0xf42B0x9b60x408
0x23e2V0xf42V0x9b60x408	0x23efB0xf42B0x9b60x408
0x23fdV0xf42V0x9b60x408	0x2405B0xf42B0x9b60x408
0x2282V0xf42V0x9b60x408	0x2416B0xf42B0x9b60x408
0x2478V0xf42V0x9b60x408	0x2480B0xf42B0x9b60x408
0x2487V0xf42V0x9b60x408	0x2494B0xf42B0x9b60x408
0x24a2V0xf42V0x9b60x408	0x24aaB0xf42B0x9b60x408
0x24baV0xf42V0x9b60x408	0x26deB0xf42B0x9b60x408
0x26e4V0xf42V0x9b60x408	0x241aB0xf42B0x9b60x408
0x24ffV0xf42V0x9b60x408	0x250cB0xf42B0x9b60x408
0x251aV0xf42V0x9b60x408	0x2522B0xf42B0x9b60x408
0x2528V0xf42V0x9b60x408	0x25b1B0xf42B0x9b60x408
0x25cfV0xf42V0x9b60x408	0x25d4B0xf42B0x9b60x408
0x258cV0xf42V0x9b60x408	0x2594B0xf42B0x9b60x408
0x259bV0xf42V0x9b60x408	0x25a8B0xf42B0x9b60x408
0x25adV0xf42V0x9b60x408	0x26dcB0xf42B0x9b60x408
0x261aV0xf42V0x9b60x408	0x2622B0xf42B0x9b60x408
0x2629V0xf42V0x9b60x408	0x2636B0xf42B0x9b60x408
0x2644V0xf42V0x9b60x408	0x264cB0xf42B0x9b60x408
0x2654V0xf42V0x9b60x408	0x26d9B0xf42B0x9b60x408
0x26b8V0xf42V0x9b60x408	0x26c0B0xf42B0x9b60x408
0x26c7V0xf42V0x9b60x408	0x26d4B0xf42B0x9b60x408
0x2421V0xf42V0x9b60x408	0x26e8B0xf42B0x9b60x408
0x226cV0xf42V0x9b60x408	0x2278B0xf42B0x9b60x408
0x21e1V0xf42V0x9b60x408	0x3a86B0xf42B0x9b60x408
0x2274V0xf42V0x9b60x408	0x3b3fB0xf42B0x9b60x408
0x231dV0xf42V0x9b60x408	0x240eB0xf42B0x9b60x408
0x2362V0xf42V0x9b60x408	0x237bB0xf42B0x9b60x408
0x2d50V0x2321V0xf42V0x9b60x408	0x3cb0B0x2321B0xf42B0x9b60x408
0x1472V0x2d4dV0x2321V0xf42V0x9b60x408	0x14810x146eB0x2d4dB0x2321B0xf42B0x9b60x408
0x146e0x1484V0x2d4dV0x2321V0xf42V0x9b60x408	0x14930x146eB0x2d4dB0x2321B0xf42B0x9b60x408
0x2d7bV0x2333V0xf42V0x9b60x408	0x2d80B0x2333B0xf42B0x9b60x408
0x2e0aV0x2333V0xf42V0x9b60x408	0x2e37B0x2333B0xf42B0x9b60x408
0x2e14V0x2333V0xf42V0x9b60x408	0x2e19B0x2333B0xf42B0x9b60x408
0x2d620x2f93V0x2333V0xf42V0x9b60x408	0x2fa60x2d62B0x2333B0xf42B0x9b60x408
0x2d620x2f90V0x2333V0xf42V0x9b60x408	0x2fbb0x2d62B0x2333B0xf42B0x9b60x408
0x2d620x2f75V0x2333V0xf42V0x9b60x408	0x3d240x2d62B0x2333B0xf42B0x9b60x408
0x2dceV0x2333V0xf42V0x9b60x408	0x2dd6B0x2333B0xf42B0x9b60x408
0x2dddV0x2333V0xf42V0x9b60x408	0x2deaB0x2333B0xf42B0x9b60x408
0x2df8V0x2333V0xf42V0x9b60x408	0x2e00B0x2333B0xf42B0x9b60x408
0x2e04V0x2333V0xf42V0x9b60x408	0x2e6aB0x2333B0xf42B0x9b60x408
