0x0	0xd
0x3f	0x4a
0x60	0x6b
0xd	0x1e
0x1445	0x1469
0x1add	0x1aea
0x21b8	0x21c8
0x251e	0x2542
0x37a7	0x37af
0x175	0x181
0xdc	0xe8
0x95	0xa1
0x6f	0x7b
0x12e	0x13a
0x219	0x225
0x1d2	0x1de
0x26b	0x277
0x8c6	0x8d9
0xf2b	0xf3e
0x1188	0x1197
0x1580	0x1595
0x175c	0x176f
0x18c0	0x18d3
0x198b	0x199e
0x1a91	0x1a9b
0x1b74	0x1b86
0x2413	0x2426
0xbec	0xc00
0xc04	0xc0f
0xc3c	0xc69
0xc76	0xc7b
0xf55	0xf61
0xf68	0xf6d
0x119d	0x11a2
0x11b9	0x11d5
0x11de	0x11ea
0x11f3	0x11ff
0x1208	0x121a
0x1230	0x1236
0x123f	0x1249
0x1252	0x1265
0x126e	0x12b6
0x12f7	0x12fe
0x1307	0x130d
0x131d	0x1327
0x1328	0x132f
0x1346	0x136a
0x13f5	0x13fb
0x13a3	0x13b7
0x13bb	0x13c6
0x13f3	0x13f5
0x140a	0x140f
0x1426	0x1438
0x146a	0x1491
0x1492	0x14ab
0x14ac	0x14c4
0x14f4	0x150a
0x150e	0x1519
0x1438	0x1445
0x1599	0x159e
0x18ea	0x1900
0x1910	0x1915
0x19b5	0x19c4
0x1a9f	0x1aa6
0x1aaa	0x1ab1
0x1ab5	0x1aba
0x1ad1	0x1ad4
0x1aeb	0x1afd
0x1b13	0x1b1e
0x1b34	0x1b3f
0x1b40	0x1b52
0x1ad4	0x1add
0x1b9d	0x1bb0
0x1bc7	0x1bd6
0x1bed	0x1bfc
0x1c13	0x1c20
0x1c28	0x1c2d
0x1c44	0x1c50
0x1c57	0x1c5c
0x1c73	0x1c89
0x1c99	0x1c9e
0x2124	0x212e
0x212f	0x2135
0x214c	0x21a2
0x21a6	0x21ab
0x21c9	0x21f0
0x21f1	0x220a
0x220b	0x2253
0x2299	0x22ac
0x226e	0x227c
0x227c	0x2290
0x22ad	0x22f5
0x2310	0x231e
0x231e	0x2332
0x21ab	0x21b8
0x243d	0x244a
0x2452	0x2457
0x24c8	0x24d2
0x24d3	0x24d9
0x24f0	0x2511
0x2543	0x255c
0x255d	0x2584
0x2585	0x259e
0x259f	0x25b7
0x25e7	0x25fc
0x2600	0x260b
0x3410	0x341e
0x2511	0x251e
0x28ed	0x2901
0x2905	0x2910
0x293d	0x2943
0x2992	0x29a8
0x29ac	0x29b7
0x3422	0x3434
0x37f2	0x37f5
0x3811	0x3818
0x37f5	0x37fe
0xe8	0xf3
0x2b3	0x2bb
0x2f2	0x2fa
0x314	0x31c
0x336	0x33e
0x358	0x360
0x378	0x380
0x38d	0x395
0x3a2	0x3aa
0x3c2	0x3ca
0x3e2	0x3ea
0x3f7	0x3ff
0x40c	0x414
0x42e	0x436
0x45e	0x466
0x47e	0x486
0x493	0x49b
0x4b3	0x4bb
0x4e0	0x4e8
0x500	0x508
0x515	0x51d
0x537	0x53f
0x54c	0x554
0x56c	0x574
0x581	0x589
0x5a1	0x5a9
0x5b6	0x5be
0x5cb	0x5d3
0x5eb	0x5f3
0x600	0x608
0x620	0x628
0x640	0x648
0x655	0x65d
0x675	0x67d
0x68a	0x692
0x69f	0x6a7
0x6bf	0x6c7
0x6d4	0x6dc
0x6f4	0x6fc
0x714	0x71c
0x729	0x731
0x73e	0x746
0x75e	0x766
0x77e	0x786
0x793	0x79b
0x7c0	0x7c8
0x7d5	0x7dd
0x7f5	0x7fd
0x80a	0x812
0x2868	0x28760x2868
0x29	0x34
0x34	0x3f
0x55	0x60
0x3796	0x37a7
0xa1	0xac
0x4a	0x55
0x1e	0x29
0x7b	0x86
0x86	0x91
0xac	0xb7
0xb7	0xc2
0xc2	0xcd
0xcd	0xd8
0xf3	0xfe
0xfe	0x109
0x109	0x114
0x114	0x11f
0x11f	0x12a
0x13a	0x145
0x145	0x150
0x150	0x15b
0x15b	0x166
0x166	0x171
0x181	0x18c
0x18c	0x197
0x197	0x1a2
0x1a2	0x1ad
0x1ad	0x1b8
0x1b8	0x1c3
0x1c3	0x1ce
0x1de	0x1e9
0x1e9	0x1f4
0x1f4	0x1ff
0x1ff	0x20a
0x20a	0x215
0x225	0x230
0x230	0x23b
0x23b	0x246
0x246	0x251
0x251	0x25c
0x25c	0x267
0x277	0x282
0x282	0x28d
0x28d	0x298
0x298	0x2a3
0x2a3	0x2ae
0xc69	0xc76
0xf61	0xf68
0x1197	0x119d
0x121a	0x1230
0x13fb	0x140a
0x1595	0x1599
0x1900	0x1910
0x1a9b	0x1a9f
0x1aa6	0x1aaa
0x1ab1	0x1ab5
0x1c20	0x1c28
0x1c50	0x1c57
0x1c89	0x1c99
0x2253	0x225b
0x2290	0x2299
0x22f5	0x22fd
0x2332	0x233b
0x244a	0x2452
0x4f380x4f4c	0x4f3f0x4f4c
0x28680x75e	0x28760x75e
0x28680x1188	0x28760x1188
0x27f30x2676	0x28000x2676
0x27c60x2676	0x27d30x2676
0x279b0x2676	0x27a60x2676
0x27630x2676	0x276e0x2676
0x274b0x2676	0x275f0x2676
0x26cf0x2676	0x27010x2676
0x26ab0x2676	0x26b80x2676
0x268e0x2676	0x26940x2676
0x26830x2676	0x268d0x2676
0x12ba0x75e	0x12c50x75e
0x12ba0x1188	0x12c50x1188
0x110d0x493	0x11290x493
0x110d0x1a91	0x11290x1a91
0x10eb0x493	0x11040x493
0x10eb0x1a91	0x11040x1a91
0x281c0x2676	0x285d0x2676
0x28160x2676	0x281c0x2676
0xcf0B0x449	0xd00B0x449
0xd4cB0x449	0xd5cB0x449
0xda1B0x449	0xde9B0x449
0xe73B0x449	0xebbB0x449
0xc9cB0x449	0xcf0B0x449
0xd1eB0x449	0xd4cB0x449
0xd00B0x449	0xd1eB0x449
0xd70B0x449	0xd98B0x449
0xd5cB0x449	0xd70B0x449
0xe43B0x449	0xe6aB0x449
0xe04B0x449	0xe12B0x449
0xe12B0x449	0xe26B0x449
0xd98B0x449	0xda1B0x449
0xed6B0x449	0xee4B0x449
0xee4B0x449	0xef8B0x449
0xe6aB0x449	0xe73B0x449
