0x126	0x6fdde03
0x1a3	0x95ea7b3
0x1e3	0x18160ddd
0x1fd	0x23b872dd
0x233	0x313ce567
0x23b	0x378dc3dc
0x243	0x4e71e0c8
0x24d	0x66188463
0x279	0x70a08231
0x29f	0x8129fc1c
0x2a7	0x8da5cb5b
0x2cb	0x95d89b41
0x2d3	0xa9059cbb
0x2ff	0xcae9ca51
0x384	0xd493b9ac
0x3ba	0xd73dd623
0x3e6	0xdd62ed3e
0x414	0xe30c3978
0x41c	0xf2fde38b
0xe9e	0x00000000
