0x0	0xa0
0x1f	0x0
0x2	0x40
0x6	0x80
0xc	0x14
0x10	0x0
0x16	0x80
0x19	0x414
0x1c	0x3d
0x22	0x0
0x26	0xc6
0x28	0xc6
0x2c	0x162
0x2f	0x162
0x31	0x1df
0x34	0x1df
0x36	0x414
0x39	0x0
