0x0	__function_selector__
0x1c9	()
0x1c9	fallback()
0x1ce	relayTokens(address,uint256)
0x1f4	fixFailedMessage(bytes32)
0x20c	setBridgeContract(address)
0x22d	erc677token()
0x25e	totalSpentPerDay(uint256)
0x288	isInitialized()
0x2b1	setExecutionDailyLimit(uint256)
0x2c9	getCurrentDay()
0x2de	getBridgeMode()
0x328	executionDailyLimit()
0x33d	totalExecutedPerDay(uint256)
0x355	messageFixed(bytes32)
0x36d	dailyLimit()
0x382	claimTokens(address,address)
0x3a9	setMediatorContractOnOtherSide(address)
0x3ca	mediatorContractOnOtherSide()
0x3df	withinExecutionLimit(uint256)
0x3f7	executionMaxPerTx()
0x40c	handleBridgedTokens(address,uint256)
0x430	owner()
0x445	maxAvailablePerTx()
0x45a	requestFailedMessageFix(bytes32)
0x472	getBridgeInterfacesVersion()
0x4b3	outOfLimitAmount()
0x4c8	setMinPerTx(uint256)
0x4e0	onTokenTransfer(address,uint256,bytes)
0x511	fixAssetsAboveLimits(bytes32,bool,uint256)
0x531	setDailyLimit(uint256)
0x549	requestGasLimit()
0x55e	initialize(address,address,address,uint256[3],uint256[2],uint256,int256,address)
0x5f3	setMaxPerTx(uint256)
0x60b	bridgeContract()
0x620	decimalShift()
0x635	minPerTx()
0x64a	withinLimit(uint256)
0x662	setExecutionMaxPerTx(uint256)
0x67a	transferOwnership(address)
0x69b	setRequestGasLimit(uint256)
0x6b3	maxPerTx()
0x6c8	0x6c8
0x8e3	0x8e3
0x90b	0x90b
0x91a	0x91a
0x9d7	0x9d7
0xae8	0xae8
0xb15	0xb15
0xb63	0xb63
0xbde	0xbde
0xca7	0xca7
0xcf5	0xcf5
0xd81	0xd81
0xda6	0xda6
0xdfd	0xdfd
0xe47	0xe47
0xe95	0xe95
0xf15	0xf15
0xf6c	0xf6c
0xfc6	0xfc6
0x1322	0x1322
0x14a9	0x14a9
0x16cc	0x16cc
0x171a	0x171a
0x197e	0x197e
0x19d5	0x19d5
0x1a23	0x1a23
0x1a71	0x1a71
0x1b38	0x1b38
0x1b5d	0x1b5d
0x1b82	0x1b82
0x1bd0	0x1bd0
0x1bf5	0x1bf5
0x1cbe	0x1cbe
0x1ce2	0x1ce2
0x1d65	0x1d65
0x1eac	0x1eac
0x2001	0x2001
0x2095	0x2095
0x2177	0x2177
0x21ba	0x21ba
0x2231	0x2231
0x2244	0x2244
0x245f	0x245f
0x25e6	0x25e6
0x25f8	0x25f8
0x2645	0x2645
0x26c7	0x26c7
0x2939	0x2939
0x2a96	0x2a96
0x2b6b	0x2b6b
0x2c35	0x2c35
0x2d63	0x2d63
0x2dbd	0x2dbd
0x2dc5	0x2dc5
0x2dd1	0x2dd1
0x2e7e	0x2e7e
0x2e91	0x2e91
0x2ed8	0x2ed8
0x2fce	0x2fce
0x313e	0x313e
0x318c	0x318c
0x3196	0x3196
0x31f7	0x31f7
0x328c	0x328c
0x32d7	0x32d7
