0x0	__function_selector__
0x206	deposit(address,uint256,uint256,uint256,uint256,uint256,uint8,address)
0x22f	WETH_ADDRESS()
0x244	CDAI_ADDRESS()
0x259	AAVE_ADDRESSES_PROVIDER()
0x26e	DAI_ADDRESS()
0x283	CWBTC_ADDRESS()
0x298	admins(address)
0x2c5	withdraw(address,uint256,uint256,uint256,uint256,address,uint256,uint256,uint8,address)
0x2e5	CETH_ADDRESS()
0x2fa	getCompBalanceMetadataExt(address)
0x328	COMPTROLLER()
0x33d	withdrawAll(address[])
0x35d	CUSDC_ADDRESS()
0x372	DF_PROXY_ADDRESS()
0x387	setAdminPermission(address,bool)
0x3a7	initialize()
0x3bc	setDfWalletFactory(address)
0x3dc	wallets(address)
0x411	callFunction(address,(address,uint256),bytes)
0x431	owner()
0x446	changeOwner(address)
0x466	ETH_ADDRESS()
0x47b	COMP_ADDRESS()
0x490	USDC_ADDRESS()
0x4a5	WBTC_ADDRESS()
0x4ba	USDT_ADDRESS()
0x4cf	initialize(address)
0x4ef	SOLO_MARGIN_ADDRESS()
0x504	setWithdrawMinRatio(uint256)
0x524	acceptOwner()
0x539	claimComps(address,address[])
0x566	executeOperation(address,uint256,uint256,bytes)
0x586	withdrawMinRatio()
0x59b	withdraw(address,uint256)
0x5bb	dfWalletFactory()
0x5dd	0x5dd
0xdd7	0xdd7
0x1170	0x1170
0x13ba	0x13ba
0x14c7	0x14c7
0x1638	0x1638
0x1715	0x1715
0x185f	0x185f
0x1a49	0x1a49
0x1a72	0x1a72
0x1b19	0x1b19
0x1b29	0x1b29
0x1d98	0x1d98
0x209d	0x209d
0x20ad	0x20ad
0x2340	0x2340
0x254c	0x254c
0x2613	0x2613
0x2619	0x2619
0x26a3	0x26a3
0x351e	0x351e
0x35bc	0x35bc
0x3650	0x3650
0x365d	0x365d
0x369e	0x369e
0x36e0	0x36e0
0x3710	0x3710
0x38f8	0x38f8
0x3a15	0x3a15
0x3a29	0x3a29
0x3caa	0x3caa
0x3d6d	0x3d6d
0x3e01	0x3e01
0x3e26	0x3e26
0x3ee9	0x3ee9
0x3fed	0x3fed
0x4011	0x4011
0x415c	0x415c
0x4177	0x4177
0x426f	0x426f
0x42ca	0x42ca
0x436e	0x436e
0x4390	0x4390
0x4475	0x4475
0x44ac	0x44ac
0x44da	0x44da
0x452b	0x452b
0x457d	0x457d
0x45bd	0x45bd
0x45c8	0x45c8
0x45d3	0x45d3
0x4652	0x4652
0x465d	0x465d
0x4668	0x4668
0x46b7	0x46b7
0x46c2	0x46c2
0x482e	0x482e
0x4839	0x4839
0x4844	0x4844
0x4862	0x4862
0x4880	0x4880
0x48d1	0x48d1
0x4901	0x4901
0x4965	0x4965
0x4995	0x4995
0x4a0d	0x4a0d
0x4ae6	0x4ae6
0x4b96	0x4b96
0x4bca	0x4bca
0x4be8	0x4be8
0x4c06	0x4c06
0x4c24	0x4c24
0x4c42	0x4c42
0x4c60	0x4c60
0x4c92	0x4c92
0x4cb2	0x4cb2
0x4cc1	0x4cc1
0x4cca	0x4cca
0x4d23	0x4d23
0x4d91	0x4d91
0x4ddf	0x4ddf
0x4de8	0x4de8
0x4e61	0x4e61
0x5069	0x5069
0x50fb	0x50fb
0x51a6	0x51a6
0x51f0	0x51f0
0x5260	0x5260
0x52bd	0x52bd
0x52dd	0x52dd
0x52e6	0x52e6
0x52ef	0x52ef
0x52f8	0x52f8
0x5304	0x5304
0x530f	0x530f
0x531d	0x531d
0x532b	0x532b
0x5346	0x5346
0x538a	0x538a
0x53aa	0x53aa
0x53c5	0x53c5
0x53ed	0x53ed
0x5408	0x5408
0x5462	0x5462
0x54a4	0x54a4
0x54f3	0x54f3
0x5501	0x5501
0x5587	0x5587
0x5598	0x5598
0x55bd	0x55bd
0x55cb	0x55cb
0x55d9	0x55d9
0x55ea	0x55ea
0x55fa	0x55fa
0x560a	0x560a
0x561a	0x561a
0x562a	0x562a
0x563a	0x563a
0x564a	0x564a
0x565a	0x565a
0x566a	0x566a
0x567a	0x567a
0x568a	0x568a
0x569a	0x569a
0x56a8	0x56a8
0x56b6	0x56b6
0x56c4	0x56c4
0x56d2	0x56d2
0x573f	0x573f
0x5745	0x5745
0x5749	0x5749
0x5752	0x5752
0x575d	0x575d
0x5762	0x5762
0x576d	0x576d
0x5777	0x5777
0x57a8	0x57a8
0x57b3	0x57b3
0x57be	0x57be
0x57c9	0x57c9
0x57e0	0x57e0
0x5816	0x5816
0x5820	0x5820
0x582a	0x582a
0x583e	0x583e
0x5847	0x5847
0x5850	0x5850
0x585d	0x585d
0x58dc	()
0x58dc	fallback()
0x7004	0x7004
0x70e1	0x70e1
0x71be	0x71be
0x7521	0x7521
0x75f0	0x75f0
