0x5dd
0x14c7
0x1715
0x1a72
0x20ad
0x2340
0x254c
0x2619
0x26a3
0x351e
0x365d
0x38f8
0x3d6d
0x3e26
0x3ee9
0x4390
0x4475
0x57e0
