0x2602	0x2eab	0x2631
0x3208	0x2061	0x3210
0x3629	0x4391	0x3641
0x40c1	0x4391	0x40cc
0x445f	0x2c2a	0x446a
0x30200x7f8	0x2c2a	0x302b0x7f8
0x30200x2eab	0x2c2a	0x302b0x2eab
0x2ef20x7f8	0x2c2a	0x2efd0x7f8
0x2ef20x2eab	0x2c2a	0x2efd0x2eab
0x2c340x7be	0x2061	0x2c3c0x7be
0x2c340x2c2a	0x2061	0x2c3c0x2c2a
0x1cc10x365	0x4391	0x53730x365
0x1cc10x4b1	0x4391	0x53730x4b1
0x1cab0x365	0x4391	0x53430x365
0x1cab0x4b1	0x4391	0x53430x4b1
0x15a80x365	0x4391	0x52eb0x365
0x15a80x4b1	0x4391	0x52eb0x4b1
0x15810x365	0x4391	0x52bb0x365
0x15810x4b1	0x4391	0x52bb0x4b1
0x2eb50x7f8	0x2061	0x2eea0x7f8
0x2eb50x2eab	0x2061	0x2eea0x2eab
0x21250x48b	0x4391	0x213d0x48b
0x21250x2061	0x4391	0x213d0x2061
0xcbd0x2e7	0x403a	0xcc80x2e7
0xcbd0x711	0x403a	0xcc80x711
0x26bc	0x2eab	0x26f1
0x2893	0x2061	0x289c
0x2a23	0x4391	0x2a31
0x2a31	0x4425	0x2a3d
0x4425	0x2061	0x4457
0x2b54	0x4391	0x2b62
0x2b62	0x4425	0x2b6e
0x326e	0x44fa	0x327a
0x32bf	0x44fa	0x32cb
0x33a5	0x2c2a	0x33b1
0x346a	0x2c2a	0x3476
0x367d	0x44fa	0x56af
0x3641	0x44fa	0x5665
0x5640	0x4553	0x366c
0x5665	0x44fa	0x5640
0x568a	0x4391	0x36a8
0x56af	0x4553	0x568a
0x4147	0x2eab	0x4153
0x4260	0x4391	0x426e
0x4476	0x44fa	0x57d6
0x57d6	0x4553	0x44af
0x33bd	0x45ef	0x33d2
0x3482	0x45ef	0x3497
0xd5e0x2e7	0x403a	0xd6f0x2e7
0xd5e0x711	0x403a	0xd6f0x711
0x213d0x48b	0x44fa	0x54100x48b
0x213d0x2061	0x44fa	0x54100x2061
0x2c3c0x7be	0x44fa	0x547f0x7be
0x2c3c0x2c2a	0x44fa	0x547f0x2c2a
0x2cdf0x7be	0x44fa	0x54a40x7be
0x2cdf0x2c2a	0x44fa	0x54a40x2c2a
0x2d610x7be	0x44fa	0x55130x7be
0x2d610x2c2a	0x44fa	0x55130x2c2a
0x2dfe0x7be	0x44fa	0x55380x7be
0x2dfe0x2c2a	0x44fa	0x55380x2c2a
0x2f500x7f8	0x4391	0x2f5b0x7f8
0x2f500x2eab	0x4391	0x2f5b0x2eab
0x2f710x7f8	0x44fa	0x555d0x7f8
0x2f710x2eab	0x44fa	0x555d0x2eab
0x307e0x7f8	0x4391	0x30890x7f8
0x307e0x2eab	0x4391	0x30890x2eab
0x309f0x7f8	0x44fa	0x55a70x7f8
0x309f0x2eab	0x44fa	0x55a70x2eab
0x53eb0x48b	0x4553	0x21740x48b
0x53eb0x2061	0x4553	0x21740x2061
0x54100x48b	0x44fa	0x53eb0x48b
0x54100x2061	0x44fa	0x53eb0x2061
0x545a0x7be	0x4391	0x2ca00x7be
0x545a0x2c2a	0x4391	0x2ca00x2c2a
0x547f0x7be	0x4553	0x545a0x7be
0x547f0x2c2a	0x4553	0x545a0x2c2a
0x54a40x7be	0x4553	0x2d450x7be
0x54a40x2c2a	0x4553	0x2d450x2c2a
0x54ee0x7be	0x4391	0x2dbf0x7be
0x54ee0x2c2a	0x4391	0x2dbf0x2c2a
0x55130x7be	0x4553	0x54ee0x7be
0x55130x2c2a	0x4553	0x54ee0x2c2a
0x55380x7be	0x4553	0x2e640x7be
0x55380x2c2a	0x4553	0x2e640x2c2a
0x555d0x7f8	0x4553	0x2f8f0x7f8
0x555d0x2eab	0x4553	0x2f8f0x2eab
0x55a70x7f8	0x4553	0x30bd0x7f8
0x55a70x2eab	0x4553	0x30bd0x2eab
0x30540x7f8	0x45ef	0x306f0x7f8
0x30540x2eab	0x45ef	0x306f0x2eab
0x2fdb0x7f8	0x2061	0x30180x7f8
0x2fdb0x2eab	0x2061	0x30180x2eab
0x2f260x7f8	0x45ef	0x2f410x7f8
0x2f260x2eab	0x45ef	0x2f410x2eab
0x2d530x7be	0x2061	0x2d610x7be
0x2d530x2c2a	0x2061	0x2d610x2c2a
0x1cf40x365	0x4425	0x1cfe0x365
0x1cf40x4b1	0x4425	0x1cfe0x4b1
0x17a70x365	0x42d8	0x17bb0x365
0x17a70x4b1	0x42d8	0x17bb0x4b1
0x15ec0x365	0x4425	0x15f60x365
0x15ec0x4b1	0x4425	0x15f60x4b1
0x107d0x365	0x42d8	0x10910x365
0x107d0x4b1	0x42d8	0x10910x4b1
