0x403a	0x426e
0x4278	0x4278
0x4425	0x44af
0x427e	0x5742
0x42d8	0x5767
0x4391	0x578c
0x43d3	0x57b2
0x44fa	0x57fb
0x4553	0x5821
0x45ef	0x586d
0x45ef	0x5892
0x46a7	0x58b7
0x4963	0x5923
0x497a	0x594a
0x44fa	0x1e320x44fa
0x2061	0x218e0x2061
0x2c2a	0x2c240x2c2a
0x2eab	0x2c240x2eab
0x2061	0x53c70x2061
0x2c2a	0x54c90x2c2a
0x2eab	0x55820x2eab
0x4595	0x58470x4595
0x47b6	0x58db0x47b6
0x47b6	0x58ff0x47b6
