0x0	__function_selector__
0x132	()
0x132	fallback()
0x1a6	freezeTransfers()
0x1ae	name()
0x238	approve(address,uint256)
0x263	setOwner(address)
0x282	totalSupply()
0x2a7	transferFrom(address,address,uint256)
0x2c4	decimals()
0x2ed	unfreezeTransfers()
0x2f5	getFeeParameters()
0x333	burnTokens(uint256)
0x33e	balanceOf(address)
0x35d	nonce(address)
0x37c	createTokens(uint256)
0x387	symbol()
0x39a	calculateFee(uint256)
0x3b0	flags(address)
0x3cf	setFeeCollector(address)
0x3e3	transfer(address,uint256)
0x3fa	setFlags(address,uint256)
0x411	delegatedTransfer(address,uint256,uint256,uint256,uint8,bytes32,bytes32)
0x43a	setDelegate(address)
0x459	setFeeParameters(uint256,uint256,uint256,uint256)
0x46d	allowance(address,address)
0x492	0x492
0x512	0x512
0x571	0x571
0x5ee	0x5ee
0x617	0x617
0x7d3	0x7d3
0x7fb	0x7fb
0x8b6	0x8b6
0x9ab	0x9ab
0x9db	0x9db
0xa1a	0xa1a
0xaf8	0xaf8
0xb58	0xb58
0xbe9	0xbe9
0xc28	0xc28
0xc8c	0xc8c
0xe2d	0xe2d
0x11c2	0x11c2
0x131f	0x131f
0x13b5	0x13b5
0x13c7	0x13c7
0x1539	0x1539
0x154f	0x154f
0x157c	0x157c
0x1692	0x1692
