0xd20
0xd42
0xd71
0xda2
0xdbf
0xdeb
0xed3
0xf02
0xfe8
0x1019
0x1048
0x105c
0x1079
0x13050x47e
0x13140x47e
0x134b0x47e
0x13050x5c2
0x13140x5c2
0x134b0x5c2
0x13050x7b8
0x13140x7b8
0x134b0x7b8
0x13050x866
0x13140x866
0x134b0x866
0x13050x949
0x13140x949
0x134b0x949
0x13050xa25
0x13140xa25
0x134b0xa25
0x136c0x47e
0x136c0x5c2
0x136c0x7b8
0x136c0x866
0x136c0x949
0x136c0xa25
0x13980x47e
0x13980x5c2
0x13980x7b8
0x13980x866
0x13980x949
0x13980xa25
