0x147	0x6fdde03
0x1c4	0x95ea7b3
0x204	0x1624f6c6
0x338	0x1785f53c
0x35e	0x18160ddd
0x378	0x23b872dd
0x3ae	0x24d7806c
0x3d4	0x313ce567
0x3f2	0x39509351
0x41e	0x40c10f19
0x44a	0x42966c68
0x467	0x5c975abb
0x46f	0x70480275
0x495	0x70a08231
0x4bb	0x79ba5097
0x4c3	0x8da5cb5b
0x4e7	0x95d89b41
0x4ef	0xa457c2d7
0x51b	0xa9059cbb
0x547	0xdd62ed3e
0x575	0xe30c3978
0x57d	0xf2fde38b
0x156c	0x00000000
