[0x00000000, nil]
[0xd46491df, nil]
[0x51dd2125, nil]
[0xad5186f6, nil]
[0x2ae74a, nil]
[0xd949d2d0, nil]
[0x60558c0f, nil]
[0xb8a0ca0e, nil]
[0xe9ed68b, nil]
[0xe26cd9ca, nil]
[0x6ffc215c, nil]
[0xcfc16254, nil]
[0x201ae9db, nil]
[0xe863cbb6, nil]
[0x73252494, nil]
[0xd017f483, nil]
[0x2a2085f3, nil]
[0xea63d651, nil]
[0x8129fc1c, nil]
[0xd1158d94, nil]
[0x44616718, nil]
[0xf4e0d9ac, nil]
[0xab0254c2, nil]
[0xd16543f6, nil]
[0x485cc955, nil]
[0xd46491df, [0x307, nil]]
[0x51dd2125, [0x200, nil]]
[0xad5186f6, [0x287, nil]]
[0x2ae74a, [0x15c, nil]]
[0xd949d2d0, [0x30f, nil]]
[0x60558c0f, [0x21d, nil]]
[0xb8a0ca0e, [0x28f, nil]]
[0xe9ed68b, [0x180, nil]]
[0xe26cd9ca, [0x32c, nil]]
[0x6ffc215c, [0x225, nil]]
[0xcfc16254, [0x297, nil]]
[0x201ae9db, [0x188, nil]]
[0xe863cbb6, [0x334, nil]]
[0x51dd2125, [0x626, [0x200, nil]]]
[0xad5186f6, [0xf1b, [0x287, nil]]]
[0x73252494, [0x251, nil]]
[0xd017f483, [0x2bd, nil]]
[0x2ae74a, [0x39d, [0x15c, nil]]]
[0x2a2085f3, [0x1b0, nil]]
[0xd949d2d0, [0x13e5, [0x30f, nil]]]
[0xea63d651, [0x351, nil]]
[0x60558c0f, [0x6f1, [0x21d, nil]]]
[0xb8a0ca0e, [0xf35, [0x28f, nil]]]
[0x8129fc1c, [0x259, nil]]
[0xd1158d94, [0x2f7, nil]]
[0xe9ed68b, [0x3b7, [0x180, nil]]]
[0x44616718, [0x1ca, nil]]
[0xe26cd9ca, [0x14ad, [0x32c, nil]]]
[0xf4e0d9ac, [0x377, nil]]
[0x6ffc215c, [0x702, [0x225, nil]]]
[0xcfc16254, [0x119e, [0x297, nil]]]
[0xab0254c2, [0x261, nil]]
[0xd16543f6, [0x2ff, nil]]
[0x201ae9db, [0x3d1, [0x188, nil]]]
[0x485cc955, [0x1d2, nil]]
[0xe863cbb6, [0x14be, [0x334, nil]]]
[0x73252494, [0xd0c, [0x251, nil]]]
[0xd017f483, [0x1276, [0x2bd, nil]]]
[0x2a2085f3, [0x4f0, [0x1b0, nil]]]
[0xea63d651, [0x1589, [0x351, nil]]]
[0xd1158d94, [0x13ab, [0x2f7, nil]]]
[0x44616718, [0x501, [0x1ca, nil]]]
[0x8129fc1c, [0xd9b, [0x259, nil]]]
[0xf4e0d9ac, [0x166b, [0x377, nil]]]
[0xab0254c2, [0xe39, [0x261, nil]]]
[0xd16543f6, [0x13bc, [0x2ff, nil]]]
[0xb8a0ca0e, [0xf3d, [0x28f, nil]]]
[0x6ffc215c, [0x70c, [0x225, nil]]]
[0xd017f483, [0x1280, [0x2bd, nil]]]
[0x485cc955, [0x582, [0x1d2, nil]]]
[0xcfc16254, [0x1235, [0x297, nil]]]
[0xb8a0ca0e, [0xf45, [0x28f, nil]]]
[0x6ffc215c, [0x714, [0x225, nil]]]
[0x485cc955, [0x5fe, [0x1d2, nil]]]
[0xd017f483, [0x1288, [0x2bd, nil]]]
[0xb8a0ca0e, [0x1982, [0xf45, [0x28f, nil]]]]
[0x6ffc215c, [0x71c, [0x225, nil]]]
[0x485cc955, [0x607, [0x1d2, nil]]]
[0xb8a0ca0e, [0xf98, [0x28f, nil]]]
[0x485cc955, [0xd9b, [0x607, [0x1d2, nil]]]]
[0x6ffc215c, [0x92e, [0x225, nil]]]
[0xb8a0ca0e, [0x1105, [0x28f, nil]]]
[0x6ffc215c, [0x1982, [0x92e, [0x225, nil]]]]
[0xb8a0ca0e, [0x1ac0, [0x1105, [0x28f, nil]]]]
[0xb8a0ca0e, [0x1bd1, [0x1ac0, [0x1105, [0x28f, nil]]]]]
[0x6ffc215c, [0x9be, [0x225, nil]]]
[0x6ffc215c, [0x25f8, [0x9be, [0x225, nil]]]]
[0x6ffc215c, [0x261d, [0x9be, [0x225, nil]]]]
[0x6ffc215c, [0x1a24, [0x25f8, [0x9be, [0x225, nil]]]]]
[0x6ffc215c, [0x1a24, [0x261d, [0x9be, [0x225, nil]]]]]
[0x6ffc215c, [0xc25, [0x225, nil]]]
