0x0	__function_selector__
0xf8	setPaused(bool)
0x124	renouncePauzer()
0x139	getProxyOwner()
0x16a	storageRead(bytes32)
0x1a6	getPauzer()
0x1bb	bytes32ToAddress(bytes32)
0x1e5	getPaused()
0x20e	addressToBytes32(address)
0x241	setPauzer(address)
0x274	readAddress(bytes32)
0x29e	getImplementation()
0x2b3	readBool(bytes32)
0x2dd	setProxyOwner(address)
0x310	setImplementation(address)
0x493	0x493
0x55e	0x55e
0x5a1	0x5a1
0x5a5	0x5a5
0x5e7	0x5e7
0x6fb	0x6fb
0x714	0x714
0x75b	0x75b
0x976	0x976
0x99b	0x99b
0x9a8	0x9a8
0xe66	0xe66
0xf58	()
0xf58	fallback()
