0x0	__function_selector__
0x2b2	supportsInterface(bytes4)
0x2ed	name()
0x36a	getApproved(uint256)
0x3a3	approve(address,uint256)
0x3d1	getFeeBps(uint256)
0x43e	totalSupply()
0x458	transferFrom(address,address,uint256)
0x48e	mintWithCreatorPaymentFactory(string,address,bytes)
0x5cc	tokenOfOwnerByIndex(address,uint256)
0x5f8	adminAccountMigrationForPaymentAddresses(uint256[],address,bytes,uint256,address,address,bytes)
0x76d	getNFTMarket()
0x775	tokenCreator(uint256)
0x792	safeTransferFrom(address,address,uint256)
0x7c8	burn(uint256)
0x7e5	tokenByIndex(uint256)
0x802	mintAndApproveMarket(string)
0x8a8	mintWithCreatorPaymentAddressAndApproveMarket(string,address)
0x959	proxyCallAddress()
0x961	ownerOf(uint256)
0x97e	baseURI()
0x986	balanceOf(address)
0x9ac	adminAccountMigration(uint256[],uint256[],address,address,bytes)
0xad9	getHasCreatorMintedIPFSHash(address,string)
0xb8f	symbol()
0xb97	setApprovalForAll(address,bool)
0xbc5	adminUpdateConfig(address,string,address)
0xc86	safeTransferFrom(address,address,uint256,bytes)
0xd4c	getFeeRecipients(uint256)
0xd69	getRoyalties(uint256)
0xe1f	initialize(address)
0xe45	tokenURI(uint256)
0xe62	getNextTokenId()
0xe6a	mintWithCreatorPaymentAddress(string,address)
0xf1b	mint(string)
0xfc1	getTokenIPFSPath(uint256)
0xfde	isApprovedForAll(address,address)
0x100c	getTokenCreatorPaymentAddress(uint256)
0x1029	mintWithCreatorPaymentFactoryAndApproveMarket(string,address,bytes)
0x1167	getFoundationTreasury()
0x13e4	0x13e4
0x144d	0x144d
0x1652	0x1652
0x17ac	0x17ac
0x17d5	0x17d5
0x1c54	0x1c54
0x1db8	0x1db8
0x240a	0x240a
0x2466	0x2466
0x2629	0x2629
0x2658	0x2658
0x26b4	0x26b4
0x26c9	0x26c9
0x26d4	0x26d4
0x26e2	0x26e2
0x26e6	0x26e6
0x2762	0x2762
0x276d	0x276d
0x2811	0x2811
0x2960	0x2960
0x2aaf	0x2aaf
0x2abb	0x2abb
0x2b42	0x2b42
0x2d9a	0x2d9a
0x2ec9	0x2ec9
0x2fdf	0x2fdf
0x2feb	0x2feb
0x3007	0x3007
0x3014	0x3014
0x3097	0x3097
0x328f	0x328f
0x32e1	0x32e1
0x32f2	0x32f2
0x3419	0x3419
0x34c2	0x34c2
0x3569	0x3569
0x3644	0x3644
0x37f7	0x37f7
0x398a	0x398a
0x39cf	0x39cf
0x39df	0x39df
0x39eb	0x39eb
0x39f7	0x39f7
0x3a0d	0x3a0d
0x3a77	0x3a77
0x3aa8	0x3aa8
0x3b7a	0x3b7a
0x3bfa	0x3bfa
0x3d47	0x3d47
0x3e95	0x3e95
0x3ea9	0x3ea9
0x403b	0x403b
0x40db	0x40db
0x413f	0x413f
0x41b8	0x41b8
0x41d0	0x41d0
0x4296	0x4296
0x42e0	0x42e0
0x4377	0x4377
0x44ec	0x44ec
0x45a0	0x45a0
0x464d	0x464d
0x4680	0x4680
0x47db	0x47db
0x48f1	0x48f1
0x4989	0x4989
0x4a64	0x4a64
0x4af0	0x4af0
0x4b30	0x4b30
0x51b7	()
0x51b7	fallback()
0x5d13	0x5d13
0x5eef	0x5eef
0x6284	0x6284
