0x0	__function_selector__
0x62	()
0x62	fallback()
0x67	setOwner(address)
0x7c	claim(address)
0x8f	claimERC20(address,address)
0xa2	owner()
0xd1	initialize(address)
0xe4	initializeOwnable(address)
0xf7	0xf7
0x12a	0x12a
0x17e	0x17e
0x28a	0x28a
0x3fd	0x3fd
0x41f	0x41f
0x442	0x442
0x47a	0x47a
0x4b2	0x4b2
0x501	0x501
