0xee	0xabe	0xfc	0xfe4
0xee	0xabe	0xfe4	0xfe4
0x103	0x25a	0x10b	0x10b
0x10b	0xaf2	0x1005	0x1005
0x121	0xabe	0x12f	0x134
0x121	0xabe	0x134	0x134
0x134	0xae7	0x102d	0x102d
0x141	0x305	0x149	0x149
0x149	0xdfe	0x1055	0x1055
0x156	0xa83	0x134	0x134
0x156	0xa83	0x164	0x134
0x169	0x3a2	0x171	0x171
0x171	0xe07	0x107d	0x107d
0x17e	0xabe	0x134	0x134
0x17e	0xabe	0x18c	0x134
0x191	0xa30	0x19f	0x10a5
0x191	0xa30	0x10a5	0x10a5
0x1a4	0xa30	0x149	0x149
0x1a4	0xa30	0x1b2	0x149
0x1b7	0x475	0x10b	0x10b
0x1bf	0xabe	0x134	0x134
0x1bf	0xabe	0x1cd	0x134
0x1d2	0xabe	0x134	0x134
0x1d2	0xabe	0x1e0	0x134
0x1e5	0xa30	0x1f3	0x10c6
0x1e5	0xa30	0x10c6	0x10c6
0x1f8	0xa51	0x149	0x149
0x1f8	0xa51	0x206	0x149
0x21e	0xb88	0x10e7	0x10e7
0x25a	0xe44	0x110f	0x110f
0x267	0xe44	0x293	0x293
0x2e8	0x6a2	0x2f5	0x11a8
0x2e8	0x6a2	0x11a8	0x11a8
0x30b	0x75a	0x318	0x318
0x318	0x6a2	0x339	0x339
0x365	0xc7a	0x11d0	0x11d0
0x37c	0x6a2	0x388	0x397
0x37c	0x6a2	0x397	0x397
0x388	0xe2d	0x11f8	0x11f8
0x3a7	0x6a2	0x3b4	0x121c
0x3a7	0x6a2	0x121c	0x121c
0x3b4	0x6a2	0x3c2	0x3c2
0x3c2	0xe15	0x1244	0x1244
0x41d	0xb88	0x1268	0x1268
0x475	0xe44	0x1290	0x1290
0x482	0x6a2	0x491	0x491
0x4c6	0xd82	0x12db	0x12db
0x4dd	0x6a2	0x4e8	0x4f3
0x4dd	0x6a2	0x4f3	0x4f3
0x4e8	0xe2d	0x1303	0x1303
0x4fd	0x6a2	0x50a	0x1327
0x4fd	0x6a2	0x1327	0x1327
0x538	0xc2c	0x134f	0x134f
0x595	0x980	0x5bf	0x5bf
0x5bf	0x980	0x5e9	0x5e9
0x5ef	0x980	0x61f	0x61f
0x61f	0x980	0x64a	0x64a
0x64a	0x8bb	0x65f	0x65f
0x6b5	0xd3e	0x1377	0x1377
0x6db	0xba4	0x139f	0x139f
0x6f2	0xdfe	0x74d	0x74d
0x769	0xcf9	0x13c7	0x13c7
0x78f	0xb45	0x13ef	0x13ef
0x7c8	0xcc2	0x1417	0x1417
0x7df	0x143f	0x7ea	0x7ea
0x80c	0xbe6	0x1463	0x1463
0x823	0xe2d	0x82d	0x82d
0x82d	0xe15	0x863	0x863
0x863	0xdfe	0x8ad	0x8ad
0x8ca	0xdc7	0x148b	0x148b
0x8e1	0x14b3	0x8ed	0x8ed
0x8ed	0xe15	0x8ff	0x8ff
0x8ff	0xe15	0x92c	0x92c
0x92c	0xdfe	0x96f	0x96f
0x980	0xe44	0x98c	0x98c
0x9f4	0xa04	0x14d7	0x14d7
0xa41	0xa19	0xa4a	0xa4a
0xa63	0xa19	0xa6c	0xa6c
0xa6c	0xa19	0xa7a	0xa7a
0xa97	0xa19	0xaa0	0xaa0
0xaa0	0xa19	0xaae	0xaae
0xad0	0xa19	0xad9	0xad9
0xe21	0xf7a	0xe28	0xe28
0xe38	0xfaf	0xe3f	0xe3f
0x110f	0xe44	0x293	0x293
0x1290	0xe44	0x293	0x293
