0x0	0x80
0x20	0xffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff00
0x2	0x40
0x5	0x251c
0x8	0x9a
0xb	0x1
0xd	0x9b
0x10	0x0
0x12	0x9c
0x17	0x9d
0x1a	0xa3
0x1e	0xff
0x27	0x2f
0x2b	0x0
0x31	0x4f75
0x35	0x3f
0x38	0x0
0x3b	0x0
