0x76d
0x947
0x965
0x982
0x98e
0x99a
0x9bc
0xb27
0xc6c
0xc9f
0xcab
0xd4f
0xd5b
0xd83
0xdef
0xdfd
0x1040
0x10d5
0x125b
0x12f0
0x1349
0x1395
0x1663
0x1751
0x18a9
0x18d3
0x18f0
0x18fe
0x190a
0x1916
0x1924
0x1932
0x1c43
0x1c61
0x1c7e
0x1c8a
0x1c96
0x1cdd
0x1d26
0x1d6e
0x1e51
0x1e6a
0x1e99
0x2166
0x2308
0x24a1
0x24b7
0x253b
0x2609
0x260f
0x2649
0x268e
0x26c8
0x2761
0x2773
0x27a1
0x27b3
0x27ed
0x27ff
0x282e
0x283e
0x2863
0x2889
0x28b9
0x28ea
0x2903
0x294f
0x295f
0x2a39
