0x0	0xd
0xd	0x27
0x71a	0x780
0x7e3	0x8400x7e3
0xa0	0xab
0x124	0x12f
0xe86	0xeeb
0x780	0x789
0x938	0x948
0x954	0x95c
0x95f	0x966
0x53	0x5e
0xf09	0xf19
0xf1d	0xf2e
0xf37	0xf3e
0x10c1	0x10ca
0x10d2	0x10d6
0x1135	0x116e
0x1172	0x117d
0x1186	0x1198
0x15e5	0x15f5
0x15f9	0x1604
0x160f	0x1616
0x160c	0x160f
0x1621	0x1628
0x161e	0x1621
0x1684	0x1697
0x16a4	0x16ab
0x1735	0x1745
0x1751	0x1759
0x175c	0x1763
0x181a	0x182a
0x182e	0x1836
0x1852	0x1859
0x183e	0x1847
0x184f	0x1852
0x19ba	0x19c3
0x19cf	0x19d6
0x19cb	0x19cf
0x19f0	0x1a00
0x1a0c	0x1a13
0x1c30	0x1c37
0x1c3b	0x1c51
0x1c76	0x1c98
0x1c98	0x1d06
0x1d1e	0x1d32
0x1d06	0x1d0f
0x1d4b	0x1d65
0x222f	0x2235
0x2242	0x2249
0x2708	0x2711
0x2f7f	0x2f8b
0x271e	0x272f
0x2fe8	0x2ff9
0x2ccb	0x2cd2
0x2f90	0x2f97
0x3150	0x3163
0x316f	0x3183
0x3391	0x339b
0x3520	0x352a
0x3549	0x3555
0x3531	0x3540
0x3541	0x3548
0x1ef	0x1f7
0x220	0x228
0x24c	0x254
0x276	0x27e
0x290	0x298
0x2a5	0x2ad
0x2bd	0x2c5
0x2d2	0x2da
0x2e7	0x2ef
0x313	0x31b
0x35a	0x362
0x3ae	0x3b6
0x3c3	0x3cb
0x3db	0x3e3
0x3fc	0x404
0x411	0x419
0x438	0x440
0x450	0x458
0x465	0x46d
0x47a	0x482
0x48f	0x497
0x4b6	0x4be
0x4cb	0x4d3
0x4e0	0x4e8
0x4f5	0x4fd
0x50a	0x512
0x552	0x55a
0x593	0x59b
0x5ab	0x5b3
0x5dc	0x5e4
0x5f4	0x5fc
0x60c	0x614
0x624	0x62c
0x63c	0x644
0x651	0x659
0x666	0x66e
0x67b	0x683
0x693	0x69b
0x6ab	0x6b3
0x6c0	0x6c8
0x6e1	0x6e9
0x6f6	0x6fe
0x312d	0x313a
0x1bf2	0x1c0c
0x3381	0x338b
0x27	0x32
0x32	0x3d
0x3d	0x48
0x48	0x53
0x5e	0x69
0x69	0x74
0x74	0x7f
0x7f	0x8a
0x8a	0x95
0x95	0xa0
0xab	0xb6
0xb6	0xc1
0xc1	0xcc
0xcc	0xd7
0xd7	0xe2
0xe2	0xed
0xed	0xf8
0xf8	0x103
0x103	0x10e
