0x168	0x621472c
0x19b	0x22867d78
0x1c7	0x3f4ba83a
0x1dc	0x47e7ef24
0x208	0x4a27718c
0x24d	0x4b8a3529
0x286	0x4e71d92d
0x29b	0x50235d5b
0x2cc	0x526e93cb
0x305	0x5274ac3f
0x444	0x54fd4d50
0x4ce	0x5c975abb
0x4f7	0x7753f47b
0x50c	0x7c81f352
0x53f	0x8280e5a9
0x578	0x8456cb59
0x58d	0xa7c1abe0
0x5a2	0xadc14448
0x5b7	0xbeabacc8
0x5fa	0xca5ce2ec
0x63f	0xd37db1d2
0x654	0xd8c2d84c
0x654	0xfbcd9b05
0x669	0xf3fef3a3
0x6a2	0xfa09e630
0x46ba	0x00000000
