0x8	0x10
0x3c	0x71
0x49	0x51
0x6d	0x8d
0x74	0x7b
0x77	0xf8
0x90	0x97
0x93	0xfd
0x9f	0xd9
0xdf	0x4e4
0x534	0x53a
0x536	0x53d
0x538	0x540
0x106V0xd9	0x188B0xd9
0x189V0xd9	0x1c3B0xd9
0x161V0xd9	0x16eB0xd9
0x17cV0xd9	0x184B0xd9
0x20bV0xd9	0x215B0xd9
0x152V0xd9	0x15aB0xd9
0x319V0x1c3V0xd9	0x322B0x1c3B0xd9
0x21bV0x1c3V0xd9	0x22cB0x1c3B0xd9
0x22dV0x1c3V0xd9	0x27dB0x1c3B0xd9
0x2f8V0x1c3V0xd9	0x31dB0x1c3B0xd9
0x2a1V0x1c3V0xd9	0x2bbB0x1c3B0xd9
0x329V0x1c3V0xd9	0x379B0x1c3B0xd9
0x37dV0x1c3V0xd9	0x509B0x1c3B0xd9
0x398V0x1c3V0xd9	0x52eB0x1c3B0xd9
0x2b7V0x1c3V0xd9	0x29cB0x1c3B0xd9
0x38dV0x1c3V0xd9	0x395B0x1c3B0xd9
0x3feV0x21aV0x1c3V0xd9	0x406B0x21aB0x1c3B0xd9
