0xbb5
0xc66
0x1009
0x103b
0x106c
0x1405
0x1458
0x1489
0x19ae
0x1a35
0x1a66
0x1c50
0x1cb3
0x1cdf
0x207f
0x20fb
0x2127
0x24a9
0x2554
0x2994
0x29f4
0x2da1
0x2e04
0x2f3a
0x2f88
0x3801
0x382e
0x385d
0x387e
0x3a42
0x3a73
0x3a8a
0x3ac1
0x3adf
0x3d74
