0x14b	0x00000000
0x191	0xe3ab61d
0x1c1	0x11ca3c63
0x1ef	0x1cbaee2d
0x21d	0x22f3e2d4
0x24f	0x2c4e722e
0x27d	0x3ae9133d
0x2d6	0x41d8bc5f
0x31c	0x6d9cdbc6
0x376	0x71506977
0x3aa	0x764c9d32
0x404	0x7ffdf53e
0x432	0x8da5cb5b
0x48c	0xa1d27925
0x4e6	0xcbafee8a
0x514	0xd40dc870
0x542	0xdb068e0e
0x572	0xe01fff13
0x5cc	0xec8ac4d8
0x604	0xee55efee
0x61e	0xf2fde38b
0x664	0xf8c8765e
0x70a	0xfc0c546a
0x764	0xffffce47
