0x1ae	0x6fdde03
0x22b	0x92193ab
0x253	0x95ea7b3
0x293	0x18160ddd
0x2ad	0x20606b70
0x2b5	0x23b872dd
0x2eb	0x313ce567
0x309	0x39509351
0x335	0x587cde1e
0x377	0x5c19a95c
0x39d	0x6fcfff45
0x3dc	0x70a08231
0x402	0x715018a6
0x40a	0x782d6fe1
0x436	0x7ecebe00
0x45c	0x8129fc1c
0x464	0x8da5cb5b
0x46c	0x95d89b41
0x474	0x9662676c
0x47c	0xa457c2d7
0x4a8	0xa9059cbb
0x4d4	0xb4b5ea57
0x4fa	0xc3cda520
0x541	0xdd62ed3e
0x56f	0xe7a324dc
0x577	0xf1127ed8
0x5c9	0xf2fde38b
0x215c	0x00000000
