0x1f4
0x4f6
0x58f
0x916
0x94c
0x967
0x978
0x98d
0x9ac
0xac2
0xad3
0xaed
0xd46
0xdc7
0x1065
0x10aa
0x10ca
0x10d2
0x10da
0x10e2
0x10ea
0x10f3
0x12d7
0x131b
0x1392
0x139a
0x144f
0x14a2
0x14ac
0x14b4
0x14bc
0x14c4
0x152a
0x166e
0x1add
0x1bd4
0x1c72
0x1c7d
0x1cc5
0x1de1
0x1deb
0x1e0a
0x1e6a
0x1e72
0x1e7a
0x1e82
0x1e8a
0x1e93
0x1f08
0x20a2
0x20b0
0x20ba
0x2143
0x2204
0x220e
0x2216
0x221e
0x2313
0x24f0
0x2507
0x25e7
0x266c
0x27c6
0x2907
0x2a74
0x2c33
0x2d28
0x2d42
0x2de7
0x2ef6
0x2fcf
0x304f
0x306e
0x335f
0x339a
0x33d5
0x33f7
0x352e
0x37a7
0x38bd
0x38d6
0x3b6e
0x4859
