0x2423	9	0x59f2	4
0x250f	17	0xc41	1
0x250f	17	0xce9	1
0x250f	17	0xd6b	1
0x250f	17	0xeb8	1
0x250f	17	0xf62	1
0x250f	17	0x10c4	1
0x250f	17	0x1151	1
0x250f	17	0x11f7	1
0x250f	17	0x15ab	1
0x250f	17	0x17f1	1
0x250f	17	0x1a1b	1
0x250f	17	0x1b38	1
0x250f	17	0x1b90	1
0x250f	17	0x1c98	1
0x250f	17	0x1d3f	1
0x250f	17	0x1e15	1
0x250f	17	0x2240	1
0x2742	3	0xc8e	1
0x2742	3	0xf05	1
0x2742	3	0x364e	1
0x297d	8	0x2e39	2
0x29c6	55	0x2636	17
0x29c6	55	0x2663	17
0x29c6	55	0x268c	17
0x2b79	70	0x260f	17
0x2d19	88	0x264c	17
0x2d19	88	0x5675	17
0x2d19	88	0x569a	17
