0xc25
0xccd
0xd4f
0xe00
0xe9c
0x1135
0x17d5
0x18bc
0x19a5
0x1b74
0x1c7c
0x1fb0
0x2224
0x3fb1S0x3d68B0x3288
0x3fd0S0x3d68B0x3288
0x3fc0S0x3d68B0x3288
0x40beS0x3f5aS0x3d68B0x3288
0x40c2S0x3f5aS0x3d68B0x3288
0x409aS0x3f5aS0x3d68B0x3288
0x4148S0x4116S0x3f5aS0x3d68B0x3288
0x414fS0x4116S0x3f5aS0x3d68B0x3288
0x3fb1S0x3dbfB0x38df0x2742
0x3fd0S0x3dbfB0x38df0x2742
0x3fc0S0x3dbfB0x38df0x2742
0x40beS0x3f5aS0x3dbfB0x38df0x2742
0x40c2S0x3f5aS0x3dbfB0x38df0x2742
0x409aS0x3f5aS0x3dbfB0x38df0x2742
0x4148S0x4116S0x3f5aS0x3dbfB0x38df0x2742
0x414fS0x4116S0x3f5aS0x3dbfB0x38df0x2742
0x3fb1S0x3dbfB0x38df0x3865B0x2e41
0x3fd0S0x3dbfB0x38df0x3865B0x2e41
0x3fc0S0x3dbfB0x38df0x3865B0x2e41
0x40beS0x3f5aS0x3dbfB0x38df0x3865B0x2e41
0x40c2S0x3f5aS0x3dbfB0x38df0x3865B0x2e41
0x409aS0x3f5aS0x3dbfB0x38df0x3865B0x2e41
0x4148S0x4116S0x3f5aS0x3dbfB0x38df0x3865B0x2e41
0x414fS0x4116S0x3f5aS0x3dbfB0x38df0x3865B0x2e41
