0x6f
0xc0
0x159
0x170
0x201
0x218
0x262
0x26d
0x272
0x27c
0x2b8
0x2c5
0x2d1
0x30d
0x39b
0x3ab
0x3e6
0x3f5
0x401
0x4e5
0x563
0x570
0x57e
0x5b9
0x5c8
0x5d4
0x662
0x6f5
0x775
