0x0	__function_selector__
0x11b	supportsInterface(bytes4)
0x156	getRoleAdmin(bytes32)
0x185	grantRole(bytes32,address)
0x1b3	renounceRole(bytes32,address)
0x1df	TOKEN_TYPE()
0x1e7	exitTokens(address,address,bytes)
0x2a4	getRoleMember(bytes32,uint256)
0x2e3	hasRole(bytes32,address)
0x30f	DEFAULT_ADMIN_ROLE()
0x317	onERC1155BatchReceived(address,address,uint256[],uint256[],bytes)
0x45b	initialize(address)
0x481	getRoleMemberCount(bytes32)
0x49e	revokeRole(bytes32,address)
0x4ca	lockTokens(address,address,address,bytes)
0x559	TRANSFER_SINGLE_EVENT_SIG()
0x561	TRANSFER_BATCH_EVENT_SIG()
0x569	MANAGER_ROLE()
0x571	onERC1155Received(address,address,uint256,uint256,bytes)
0x69a	0x69a
0x1366	0x1366
0x19d6	0x19d6
0x19db	0x19db
0x1a4a	0x1a4a
0x1ade	0x1ade
0x1c91	0x1c91
0x1d9d	0x1d9d
0x1f65	0x1f65
0x1f71	0x1f71
0x1f86	0x1f86
0x2024	0x2024
0x202f	0x202f
0x2044	0x2044
0x2059	0x2059
0x2093	0x2093
0x20ef	0x20ef
0x2152	0x2152
0x21eb	0x21eb
0x2211	0x2211
0x22c6	0x22c6
0x22e2	0x22e2
0x232c	0x232c
0x23f2	0x23f2
0x240c	0x240c
0x248a	0x248a
0x26fb	()
0x26fb	fallback()
