0x40	[0x40, nil]
0x0	[0x0, nil]
0x60	[0x60, nil]
0x1f	[0x1f, nil]
0x4	[0x4, nil]
0xf	[0xf, nil]
0x2	[0x2, nil]
0x5	[0x5, nil]
0x7	[0x7, nil]
0x8	[0x8, nil]
0xc	[0xc, nil]
0x12	[0x12, nil]
0x14	[0x14, nil]
0x15	[0x15, nil]
0x18	[0x18, nil]
0x19	[0x19, nil]
0x1b	[0x1b, nil]
0x21	[0x21, nil]
0x22	[0x22, nil]
0x27	[0x27, nil]
0x2b	[0x2b, nil]
0x32	[0x32, nil]
0x34	[0x34, nil]
0x36	[0x36, nil]
0x38	[0x38, nil]
0x39	[0x39, nil]
0x3d	[0x3d, nil]
0x44	[0x44, nil]
0x46	[0x46, nil]
0x48	[0x48, nil]
0x49	[0x49, nil]
0x4d	[0x4d, nil]
0x52	[0x52, nil]
0x54	[0x54, nil]
0x58	[0x58, nil]
0x5a	[0x5a, nil]
0x5b	[0x5b, nil]
0x5c	[0x5c, nil]
0x5f	[0x5f, nil]
0x62	[0x62, nil]
0x6b	[0x6b, nil]
0x6c	[0x6c, nil]
0x72	[0x72, nil]
0x76	[0x76, nil]
0x78	[0x78, nil]
0x7a	[0x7a, nil]
0x7c	[0x7c, nil]
0x7d	[0x7d, nil]
0x7e	[0x7e, nil]
0x81	[0x81, nil]
0x85	[0x85, nil]
0x86	[0x86, nil]
0x87	[0x87, nil]
0x8b	[0x8b, nil]
0x8e	[0x8e, nil]
0x90	[0x90, nil]
0x92	[0x92, nil]
0x94	[0x94, nil]
0x95	[0x95, nil]
0x96	[0x96, nil]
0x98	[0x98, nil]
0x9a	[0x9a, nil]
0x9b	[0x9b, nil]
0xa0	[0xa0, nil]
0xa5	[0xa5, nil]
0xa7	[0xa7, nil]
0xa9	[0xa9, nil]
0xac	[0xac, nil]
0xaf	[0xaf, nil]
0xb0	[0xb0, nil]
0xb4	[0xb4, nil]
0xb6	[0xb6, nil]
0xb9	[0xb9, nil]
0xba	[0xba, nil]
0xbe	[0xbe, nil]
0xc0	[0xc0, nil]
0xc3	[0xc3, nil]
0xc5	[0xc5, nil]
0xc6	[0xc6, nil]
0xc8	[0xc8, nil]
0xc9	[0xc9, nil]
0xca	[0xca, nil]
0xcc	[0xcc, nil]
0xcd	[0xcd, nil]
0xd0	[0xd0, nil]
0xd3	[0xd3, nil]
0xd4	[0xd4, nil]
0xd6	[0xd6, nil]
0xd9	[0xd9, nil]
0xdb	[0xdb, nil]
0xe0	[0xe0, nil]
0xea	[0xea, nil]
0xee	[0xee, nil]
0xf7	[0xf7, nil]
0xf9	[0xf9, nil]
0xfb	[0xfb, nil]
0xfc	[0xfc, nil]
0x100	[0x100, nil]
0x105	[0x105, nil]
0x107	[0x107, nil]
0x10b	[0x10b, nil]
0x10d	[0x10d, nil]
0x10e	[0x10e, nil]
0x10f	[0x10f, nil]
0x112	[0x112, nil]
0x113	[0x113, nil]
0x115	[0x115, nil]
0x11e	[0x11e, nil]
0x11f	[0x11f, nil]
0x125	[0x125, nil]
0x129	[0x129, nil]
0x12b	[0x12b, nil]
0x12d	[0x12d, nil]
0x12f	[0x12f, nil]
0x130	[0x130, nil]
0x131	[0x131, nil]
0x134	[0x134, nil]
0x13c	[0x13c, nil]
0x141	[0x141, nil]
0x145	[0x145, nil]
0x148	[0x148, nil]
0x14a	[0x14a, nil]
0x14b	[0x14b, nil]
0x14e	[0x14e, nil]
0x14f	[0x14f, nil]
0x151	[0x151, nil]
0x154	[0x154, nil]
0x158	[0x158, nil]
0x15a	[0x15a, nil]
0x15b	[0x15b, nil]
0x15f	[0x15f, nil]
0x161	[0x161, nil]
0x164	[0x164, nil]
0x166	[0x166, nil]
0x167	[0x167, nil]
