0x0	0xc
0x1a	0x2b
0xbfb	0xc13
0xc23	0xc2e
0x10	0x1a
0xde	0xea
0x97	0xa3
0x71	0x7d
0x130	0x13c
0xb05	0xb14
0xba5	0xbb6
0x32c	0x331
0x351	0x360
0x3d0	0x3d5
0x3ec	0x3fb
0x465	0x46a
0x481	0x490
0x5c6	0x5cc
0x5d5	0x5db
0x5e4	0x5e9
0x600	0x612
0x619	0x628
0x36	0x41
0x684	0x698
0x69c	0x6a7
0x729	0x73d
0x741	0x74c
0x8b9	0x8be
0x8d5	0x8e4
0xa6a	0xa6f
0xa86	0xa95
0xb2b	0xb3e
0x100	0x10b
0xbbe	0xbc4
0xbcc	0xbd1
0xbe8	0xbfb
0xc1c	0xc23
0xe2f	0xe3e
0x41	0x4c
0x2b	0x36
0x4c	0x57
0x57	0x62
0x62	0x6d
0x7d	0x88
0x88	0x93
0xa3	0xae
0xae	0xb9
0xb9	0xc4
0xc4	0xcf
0xcf	0xda
0xea	0xf5
0xf5	0x100
0x10b	0x116
0x116	0x121
0x121	0x12c
0x13c	0x147
0x147	0x152
0x152	0x15d
0x15d	0x168
0x168	0x173
0xbc4	0xbcc
0x1a310x1a28	0x1a380x1a28
0x8400x7bf	0x8460x7bf
0x8400xdfe	0x8460xdfe
0x8080x7bf	0x8130x7bf
0x8080xdfe	0x8130xdfe
0x7f00x7bf	0x8040x7bf
0x7f00xdfe	0x8040xdfe
0x54b0x502	0x5560x502
0x54b0x589	0x5560x589
0x54b0x7bf	0x5560x7bf
0x54b0x876	0x5560x876
0x54b0x9b8	0x5560x9b8
0x54b0xdfe	0x5560xdfe
0x5330x502	0x5470x502
0x5330x589	0x5470x589
0x5330x7bf	0x5470x7bf
0x5330x876	0x5470x876
0x5330x9b8	0x5470x9b8
0x5330xdfe	0x5470xdfe
0x1062B0x6b0	0x1070B0x6b0
0x103cB0x178	0x104aB0x178
0x103cB0x18d	0x104aB0x18d
0x103cB0x1a0	0x104aB0x1a0
0x103cB0x1d1	0x104aB0x1d1
0x103cB0x1f1	0x104aB0x1f1
0x103cB0x225	0x104aB0x225
0x103cB0x238	0x104aB0x238
0x103cB0x253	0x104aB0x253
0x103cB0x286	0x104aB0x286
0x103cB0x299	0x104aB0x299
0x103cB0x2bc	0x104aB0x2bc
0x103cB0x2d7	0x104aB0x2d7
0x103cB0x2ea	0x104aB0x2ea
0x1080B0x2fd	0x1095B0x2fd
0x103cB0x310	0x104aB0x310
0xc88B0x30b	0xca0B0x30b
