0x0	__function_selector__
0x277	name()
0x2a2	approve(address,uint256)
0x2cf	authQuotaOf(address)
0x2fc	mainChainId()
0x311	__MappableToken_init_unchained(address,address)
0x333	totalSupply()
0x348	increaseAuthQuotas(address[],uint256[])
0x375	DOMAIN_TYPEHASH()
0x38a	received(uint256,address,uint256)
0x3aa	autoQuotaRatio()
0x3bf	transferFrom(address,address,uint256)
0x3df	PERMIT_TYPEHASH()
0x3f4	decimals()
0x416	cap()
0x42b	DOMAIN_SEPARATOR()
0x440	autoQuotaPeriod()
0x455	increaseAllowance(address,uint256)
0x475	needApprove()
0x48a	decreaseAuthQuota(address,uint256)
0x4aa	transferFrom_(address,address,uint256)
0x4ca	balanceOf(address)
0x4ea	sent(uint256,address,uint256)
0x50a	setAutoQuota(uint256,uint256)
0x52a	increaseAuthQuota(address,uint256)
0x54a	nonces(address)
0x56a	send(uint256,address,uint256)
0x57d	RECEIVE_TYPEHASH()
0x592	symbol()
0x5a7	decreaseAuthQuotas(address[],uint256[])
0x5c7	decreaseAllowance(address,uint256)
0x5e7	0xa653d60c
0x5fa	transfer(address,uint256)
0x61a	0xb61685c0
0x63a	0xc1018871
0x65a	factory()
0x67c	rescueTokens(address,address,uint256)
0x69c	permit(address,address,uint256,uint256,uint8,bytes32,bytes32)
0x6bc	deployer()
0x6d1	totalMapped()
0x6e6	allowance(address,address)
0x706	__MappableToken_init(address,address,string,string,uint8,uint256)
0x726	lasttimeUpdateQuotaOf(address)
0x746	0xf53297e9
0x766	token()
0x77b	sentCount(uint256,address)
0x79b	0x79b
0x831	0x831
0x84f	0x84f
0xa6a	0xa6a
0xbac	0xbac
0xbb2	0xbb2
0xcc9	0xcc9
0xdef	0xdef
0xdfe	0xdfe
0xe0e	0xe0e
0xe61	0xe61
0xeaf	0xeaf
0xf5b	0xf5b
0x111a	0x111a
0x117b	0x117b
0x123e	0x123e
0x15c2	0x15c2
0x15d6	0x15d6
0x1722	0x1722
0x1869	0x1869
0x19eb	0x19eb
0x1a21	0x1a21
0x1aeb	0x1aeb
0x1b2d	0x1b2d
0x1b31	0x1b31
0x1b3c	0x1b3c
0x1b76	0x1b76
0x1bb8	0x1bb8
0x1bfa	0x1bfa
0x1c1f	0x1c1f
0x1c35	0x1c35
0x1c45	0x1c45
0x1c4b	0x1c4b
0x1c4f	0x1c4f
0x1d71	0x1d71
0x1e7f	0x1e7f
0x1ed5	0x1ed5
0x1f58	0x1f58
0x21c5	0x21c5
0x224f	0x224f
0x2334	0x2334
0x236d	0x236d
0x23eb	0x23eb
0x2400	0x2400
0x240b	0x240b
0x2482	0x2482
0x24e0	0x24e0
0x2549	0x2549
0x255a	0x255a
0x2576	0x2576
0x2592	0x2592
0x2672	0x2672
0x2720	0x2720
0x2793	0x2793
0x27be	0x27be
0x281f	0x281f
0x283f	0x283f
0x2857	0x2857
0x287b	0x287b
0x28a1	0x28a1
0x2a02	0x2a02
0x2a2f	0x2a2f
0x2a7e	0x2a7e
0x2b31	0x2b31
0x2d96	0x2d96
0x2de4	0x2de4
0x2eee	0x2eee
0x2f8c	0x2f8c
0x2fa8	0x2fa8
0x2fcf	0x2fcf
0x2fef	0x2fef
0x301b	0x301b
0x30f8	()
0x30f8	fallback()
