0x66
0x70
0x87
0xec
0x185
0x19c
0x217
0x22e
0x262
0x26d
0x272
0x2a4
0x2e0
0x2ed
0x2f9
0x335
0x3c1
0x3d1
0x40c
0x41b
0x427
0x509
0x55b
0x568
0x576
0x5b1
0x5c0
0x5df
0x66b
0x6fe
0x77e
