0x0	__function_selector__
0x72	proxyCallName()
0x9d	upgradeTo(address)
0xee	upgradeToAndCall(address,bytes)
0x187	implementation()
0x1c8	changeAdmin(address)
0x219	admin()
0x3c7	0x3c7
0x56c	0x56c
0x5d7	0x5d7
0x66d	0x66d
0x6c4	0x6c4
0x6f5	0x6f5
0x773	0x773
0x8e9	()
0x8e9	fallback()
