0x0	__function_selector__
0xd4	name()
0x151	approve(address,uint256)
0x191	initialized()
0x199	totalSupply()
0x1b3	transferFrom(address,address,uint256)
0x1e9	decimals()
0x207	increaseAllowance(address,uint256)
0x233	balanceOf(address)
0x259	symbol()
0x261	initProxy(address)
0x289	decreaseAllowance(address,uint256)
0x2b5	transfer(address,uint256)
0x2e1	allowance(address,address)
0x30f	0x30f
0x492	0x492
0x676	0x676
0x762	0x762
0x8b2	0x8b2
0x949	0x949
0xa8e	0xa8e
0xb0c	0xb0c
0xc60	()
0xc60	fallback()
