0x1545	0x162a
0xccc	0x1f5e
0xccc	0x1f85
0x144c	0x1ff8
0x144c	0x201f
0xccc	0xd6f0xccc
0x144c	0xd6f0x144c
0xd77	0xd9d0xd77
