0x37d
0x395
0x503
0x541
0x57d
0x674
0x7d2
0x962
0xc17
0xd9d
0xdad
0xdbe
0xdce
0xe3a
0x1131
0x113d
0x121b
0x135a
0x14d6
0x14e7
