0x14d	0x00000000
0x152	0x242241d
0x15c	0xc340a24
0x181	0xed57b3a
0x194	0xfc3b4c4
0x1bd	0x1072cbea
0x1d0	0x125f9e33
0x1e3	0x430bf08a
0x1f6	0x47e7ef24
0x209	0x5653b414
0x220	0x5d36b190
0x228	0x5f515226
0x23b	0x790fcf9f
0x24e	0x853828b6
0x256	0x9136616a
0x269	0x9a6acf20
0x27c	0xaa388af6
0x2ba	0xad1728cb
0x2c2	0xc7af3352
0x2ca	0xcd3b0212
0x2dd	0xd38bfff4
0x2f0	0xd9caed12
0x303	0xdbe55e56
0x316	0xde5f6268
