0x1e2
0x1e7
0x1f4
0x205
0x220
0x225
0x240
0x245
0x24f
0x26a
0x27d
0x290
0x2a3
0x2b6
0x2c9
0x2ce
0x2e9
0x304
0x317
0x31c
0x348
0x363
0x376
0x389
0x39c
0x3b7
0x3d2
0x3ed
0x4aa
0x4c6
0x4f6
0x53c
0x5e2
0x5e8
0x61f
0x69a
0x714
0x798
0x814
0x81e
0x84f
0x8a6
0x8bd
0x948
0x975
0x9b3
0x9f7
0xa2f
0xa71
0xa85
0xa99
0xaad
0xab6
0xabe
0xac6
0xace
0xad6
0xade
0xaed
0xafa
0xb03
0xb22
0xb28
0xbbc
0xc78
0xcc9
0xcf0
0xd20
0xd4e
0xd58
0xecd
0xee9
0xf0f
0xf49
0x1075
0x1081
0x11eb
0x1240
0x1261
0x1282
0x1308
0x13cc
0x141b
0x1425
0x1461
0x148b
0x14a1
0x14df
0x1569
0x16ca
0x1719
0x174f
0x17ab
0x1989
0x198e
0x19c9
0x1a2b
0x1a52
0x1a77
0x1a85
0x1a96
0x1aea
0x1afb
0x1b26
0x1b37
0x1b48
0x1b74
0x1b85
0x1b96
0x1bbf
0x1bea
0x1c1c
0x1c45
0x1c8d
0x1d4a
0x1d73
0x1d84
0x1dad
0x1dd6
0x1e0a
0x1e2d
0x1e37
0x1e47
0x1e50
0x1e65
0x1e6f
0x1e7f
0x1e96
0x1ee3
0x1f37
0x1f7f
0x1fb8
0x1ff1
0x2044
0x208a
0x20c3
0x2111
0x2170
0x219f
0x21eb
0x2236
0x226f
0x22bd
0x230b
0x2344
0x238f
0x23e0
0x2433
0x2476
0x24c9
0x2517
0x2544
0x259b
0x25e6
0x25f3
0x2600
0x2612
0x262a
0x2800
0x280d
0x281a
0x2827
0x2842
0x295b
