0x40	0x42
0x0	0x2
0x3f	0x40
0x1f	0x22
0x4	0x5
0xf	0x12
0x2	0x4
0x5	0x7
0x7	0x8
0x8	0xb
0xc	0xf
0x12	0x14
0x14	0x15
0x15	0x18
0x18	0x19
0x19	0x1b
0x1b	0x1f
0x22	0x23
0x23	0x25
0x27	0x29
0x29	0x2e
0x2e	0x31
0x33	0x36
0x36	0x37
0x37	0x3a
0x3a	0x3c
0x3c	0x3d
0x3d	0x3f
0x42	0x46
0x46	0x49
0x49	0x4b
0x4b	0x4c
0x4c	0x4e
0x4e	0x4f
0x52	0x55
0x57	0x59
0x59	0x7e
0x83	0x85
0x85	0x88
0x88	0x8b
0x8b	0x8d
0x8d	0x8e
0x8e	0x90
0x90	0x91
0x96	0xab
0xab	0xad
0xad	0xc2
0xc2	0xc3
0xc3	0xc4
0xc4	0xc5
0xc5	0xc8
0xc9	0xcc
0xce	0xd2
0xd2	0xd5
0xd5	0xd7
0xd7	0xd8
0xd8	0xda
0xda	0xdb
0xde	0xf3
0xf3	0xf4
0xf4	0x115
0x115	0x117
0x117	0x118
0x118	0x11a
0x11a	0x11d
0x11d	0x11f
0x124	0x127
0x127	0x14b
0x14b	0x150
0x152	0x154
0x154	0x179
0x205	0x209
0x209	0x20c
0x20c	0x20e
0x20f	0x211
0x1a0S0x10	0x1a3S0x10
0x193S0x10	0x195S0x10
0x195S0x10	0x199S0x10
0x199S0x10	0x19aS0x10
0x19aS0x10	0x19bS0x10
0x19bS0x10	0x19cS0x10
0x19cS0x10	0x19fS0x10
0x1a5S0x10	0x1a7S0x10
0x1a7S0x10	0x1adS0x10
0x1adS0x10	0x1aeS0x10
0x1aeS0x10	0x1b1S0x10
0x17eS0x1a4S0x10	0x181S0x1a4S0x10
0x181S0x1a4S0x10	0x184S0x1a4S0x10
0x184S0x1a4S0x10	0x188S0x1a4S0x10
0x188S0x1a4S0x10	0x18bS0x1a4S0x10
0x1fdS0x17dS0x1a4S0x10	0x200S0x17dS0x1a4S0x10
0x1eeS0x17dS0x1a4S0x10	0x1f2S0x17dS0x1a4S0x10
0x1f2S0x17dS0x1a4S0x10	0x1f5S0x17dS0x1a4S0x10
0x1f8S0x17dS0x1a4S0x10	0x1f9S0x17dS0x1a4S0x10
0x1f9S0x17dS0x1a4S0x10	0x1fcS0x17dS0x1a4S0x10
0x1ceS0x1edS0x17dS0x1a4S0x10	0x1d0S0x1edS0x17dS0x1a4S0x10
0x1d0S0x1edS0x17dS0x1a4S0x10	0x1e6S0x1edS0x17dS0x1a4S0x10
0x1e6S0x1edS0x17dS0x1a4S0x10	0x1ecS0x1edS0x17dS0x1a4S0x10
0x1bcS0x1edS0x17dS0x1a4S0x10	0x1beS0x1edS0x17dS0x1a4S0x10
0x1beS0x1edS0x17dS0x1a4S0x10	0x1c2S0x1edS0x17dS0x1a4S0x10
0x1c2S0x1edS0x17dS0x1a4S0x10	0x1c5S0x1edS0x17dS0x1a4S0x10
0x31	0x193S0x10
0x4f	0x52
0x55	0x57
0x81	0x83
0x91	0x96
0x122	0x124
0x150	0x152
0xb	0xc
0xc8	0xc9
0xcc	0xce
0x20e	0x20f
0x25	0x27
0x7e	0x81
0x179	0x17c
0x11f	0x122
0x1a3S0x10	0x1a5S0x10
0x19fS0x10	0x1a0S0x10
0x1b1S0x10	0x17eS0x1a4S0x10
0x1baS0x10	0x33
0x191S0x1a4S0x10	0x1baS0x10
0x18bS0x1a4S0x10	0x1eeS0x17dS0x1a4S0x10
0x200S0x17dS0x1a4S0x10	0x203S0x17dS0x1a4S0x10
0x1f5S0x17dS0x1a4S0x10	0x1bcS0x1edS0x17dS0x1a4S0x10
0x1fcS0x17dS0x1a4S0x10	0x1fdS0x17dS0x1a4S0x10
0x1ccS0x1edS0x17dS0x1a4S0x10	0x1f8S0x17dS0x1a4S0x10
0x1ccS0x1edS0x17dS0x1a4S0x10	0x1ceS0x1edS0x17dS0x1a4S0x10
0x1c5S0x1edS0x17dS0x1a4S0x10	0x1ccS0x1edS0x17dS0x1a4S0x10
