0x0	__function_selector__
0x18b	()
0x18b	fallback()
0x2b6	name()
0x344	setOwner(address)
0x37d	totalSupply()
0x3a6	tokenOfOwnerByIndex(address,uint256)
0x3fc	unpause()
0x411	kill()
0x426	contracts(uint256)
0x489	deleteRegion(uint256)
0x4c0	tokenByIndex(uint256)
0x4f7	version()
0x556	createRegion(uint256,uint256,uint256,uint256)
0x5a8	paused()
0x5d5	withdrawBalance()
0x5ea	ownerOf(uint256)
0x64d	balanceOf(address)
0x69a	pause()
0x6af	updateRegionPixelPrice(uint256,uint256)
0x6d0	ownerAddress()
0x725	symbol()
0x7b3	setSetupComplete()
0x7c8	setupComplete()
0x7f5	tokenURI(uint256)
0x891	updateRegion(uint256,uint256,uint256[],bool,bool,uint8[128],bool,address)
0x95f	managerAddress()
0x9b4	setManager(address)
0x9ed	setNextImagePart(uint256,uint16,uint16,uint16,uint256[])
0xa77	getOwnedArea(address)
0xac4	checkImageInput(uint256,uint256,uint256[],bool,bool)
0xb46	purchase(uint256)
0xb5e	setContracts(address[16])
0xb80	setupRegion(uint256,uint256,uint256[],bool,uint8[128])
0x10f4	0x10f4
0x15d6	0x15d6
0x1993	0x1993
0x1f8b	0x1f8b
0x2280	0x2280
0x2553	0x2553
0x26a0	0x26a0
0x27b4	0x27b4
0x2824	0x2824
0x29e6	0x29e6
0x29fa	0x29fa
0x2a0e	0x2a0e
0x2aa1	0x2aa1
