0x2c9
0x54d
0x562
0x595
0x5aa
0x5bf
0x602
0x63b
0x66c
0x697
0x6ca
0x6df
0x709
0x7ba
0x7ed
0x802
0x8cc
0x8e1
0x8f6
0x920
0x935
0x94a
0x97d
0x992
0x9bc
0x9d1
0x9e6
0xa19
0xa43
0xa58
0xa91
0xaa6
0xabb
0xafe
0xb31
0xb46
0xb9f
0xbc9
0xbf3
0xc2e
0xc43
0xc76
0xc8b
0xcce
0xce3
0xcf8
0xd22
