0x39a
0x42e
0x4a8
0x4fb
0x55c
0xd79
0xfcd
0x14d6
0x15e5
0x1608
0x1831
0x1a21
0x1c69
0x1f00
0x216d
0x2380
0x2706
0x277f
0x291c
0x2a6f
0x2be0
0x2e8a
0x2f00
0x3058
