0xf7
0x104
0x122
0x127
0x131
0x13e
0x14f
0x15c
0x16d
0x177
0x184
0x195
0x1a2
0x1c0
0x1c5
0x1cf
0x1d9
0x1f0
0x1f5
0x1ff
0x20c
0x22a
0x22f
0x246
0x24b
0x291
0x2de
0x33f
0x347
0x34f
0x357
0x40f
0x472
0x4f8
0x509
0x52f
0x5b5
0x605
0x644
0x657
0x6dd
0x7af
0x835
0x846
0x850
0x8d6
0x926
0x9b7
0xa48
0xa75
0xa93
0xae5
0xb17
0xb94
0xc02
0xc51
0xc98
0xca6
0xd07
0xd59
0xdbf
0xe11
0xe62
0xe91
0xf17
0xf87
0x1085
0x10d2
0x116d
0x11ba
0x1270
0x12bd
0x1373
0x13c0
0x1423
0x1534
0x1581
0x158e
0x15df
0x162c
0x1639
0x169f
0x16f5
0x173b
0x176d
0x1782
0x1797
0x17bd
0x17e9
0x17fa
0x180b
0x1836
0x1847
0x1871
0x189a
0x18ac
0x18bb
0x18ca
0x18d9
0x18e8
0x18f9
0x1903
0x1913
0x191c
0x1934
0x1974
0x19da
0x1a1a
0x1a5a
0x1ac0
0x1b00
0x1b66
0x1ba6
0x1be6
0x1c22
0x1c3d
0x1c58
0x1c73
0x1c80
0x1c8d
0x1caa
0x1cb7
0x1cd3
0x1ce0
0x1cfc
0x1d17
0x1d32
0x1d52
0x1d73
0x1d93
0x1db3
0x1dd3
0x1df3
0x1e13
0x1e33
0x1e53
0x1e73
0x1e93
0x1eaf
0x1eca
0x1ed7
0x1f05
0x1f4d
0x1f5f
0x1f71
0x1f83
0x1f95
0x1fa7
0x1fb9
0x200d
0x2024
0x203b
