0x0	__function_selector__
0x1ae	allowedCover(address,uint256)
0x1ee	tail()
0x212	BUCKET_STEP()
0x236	subtractTotal(uint256,address,uint256)
0x26a	forceRemoveNft(address[],uint256[])
0x328	submitted(uint256)
0x345	stakeNft(uint256)
0x362	ETH_SIG()
0x387	protocolAddress(uint64)
0x3c9	infos(uint96)
0x422	protocolId(address)
0x448	head()
0x450	withdrawNft(uint256)
0x46d	changeWithdrawalDelay(uint256)
0x48a	resetBuckets(uint64[],uint96[],uint96[])
0x598	nftOwners(uint256)
0x5b5	allowedProtocol(address)
0x5db	batchStakeNft(uint256[])
0x67c	initialize(address)
0x6a2	checkPoints(uint64)
0x6f7	forceResetExpires(uint256[])
0x765	toggleUF()
0x76d	keep()
0x775	pendingWithdrawals(uint256)
0x7a4	allowProtocol(address,bool)
0x7d2	totalStakedAmount(address)
0x7f8	changeMaster(address)
0x1948	0x1948
0x1c65	0x1c65
0x1d80	0x1d80
0x1dff	0x1dff
0x1e14	0x1e14
0x1e21	0x1e21
0x2257	0x2257
0x25e4	0x25e4
0x2dad	0x2dad
0x3167	0x3167
0x3350	0x3350
0x3372	0x3372
0x33a0	0x33a0
0x3538	()
0x3538	fallback()
