0x227	0x2a6
0x43c	0x4de
0x66b	0x70e
0x7cf	0x83c
0x845	0x845
0x942	0x942
0xaa4	0xb18
0xb25	0xbf2
0xc16	0xc58
0xc7a	0xccb
0xd8e	0xd9f
0xddb	0xddb
0xde9	0xde9
0xe08	0xe08
0xeaa	0xeaa
0xef8	0xef8
0x2ae	0x1162
0x3a6	0x11af
0x849	0x12c4
0x892	0x12ea
0x892	0x130e
0xaa4	0x13cc
0xb25	0x1416
0xbff	0x1438
0xc5f	0x145d
0xcd8	0x1483
0xd31	0x14ae
0x948	0x9d80x948
0xaa4	0x9d80xaa4
0x948	0x135a0x948
0xaa4	0x135a0xaa4
