0x4a0
0x5f7
0x69e
0x703
0x7ca
0x817
0xc8c
0xcde
0xd73
0x1104
0x139f
0x144a
0x159e
0x18ce
0x19ec
0x1bb5
0x1c60
0x2095
0x2178
0x21ca
0x2406
0x245b
0x2506
0x2894
0x2caa
0x2d53
0x2dfe
0x320b
0x3220
0x34ea
0x34ed
0x34f0
0x34f3
0x34f6
0x34f9
0x34fc
0x34ff
0x3502
0x3505
0x3508
0x350b
0x350e
0x3511
0x3514
0x3517
0x351a
0x351d
0x3520
0x3523
0x3526
0x3529
0x352c
0x352f
0x3532
0x3535
