0x0	__function_selector__
0x149	()
0x149	fallback()
0x14e	name()
0x1de	approve(address,uint256)
0x243	legacyToken()
0x29a	totalSupply()
0x2c5	transferFrom(address,address,uint256)
0x34a	setEscrowContractAddress(address)
0x38d	decimals()
0x3be	holdInEscrow(string,uint256)
0x431	initialize(address,address)
0x494	migrateToken(uint256)
0x4c1	decreaseApproval(address,uint256)
0x526	balanceOf(address)
0x57d	initialize()
0x594	owner()
0x5eb	migrate()
0x602	symbol()
0x692	transfer(address,uint256)
0x6f7	isMigrated(string,string)
0x7be	migrateTokenTo(address,uint256)
0x80b	initialize(address)
0x84e	escrowContractAddress()
0x8a5	increaseApproval(address,uint256)
0x90a	allowance(address,address)
0x981	transferOwnership(address)
0x9c4	BURN_ADDRESS()
0x18ce	0x18ce
0x1fac	0x1fac
0x20ed	0x20ed
0x2311	0x2311
0x23fc	0x23fc
0x245b	0x245b
0x2c75	0x2c75
0x2c8e	0x2c8e
0x2caa	0x2caa
0x3373	0x3373
