0x0	0xd
0xd	0x41
0x163	0x188
0x1a3	0x1b7
0x188	0x191
0xb76	0xbaf
0xf35	0xf8d
0x18db	0x1966
0x617	0x63c
0x657	0x66b
0x63c	0x645
0x20ed	0x2126
0x2311	0x2325
0x2b17	0x2b6f
0xbb3	0xbfd
0xc01	0xc88
0xf91	0xfc9
0x1130	0x1137
0x11ca	0x1260
0x127b	0x128f
0x1260	0x1269
0x12a8	0x12c4
0x12c8	0x12d3
0x12dc	0x1345
0x1360	0x1374
0x1345	0x134e
0x1454	0x148c
0x14f9	0x1531
0x15b0	0x15fc
0x1617	0x162b
0x15fc	0x1605
0x1644	0x1662
0x167d	0x1691
0x1662	0x166b
0x16aa	0x16ce
0x16f3	0x1737
0x16ce	0x16d9
0x175c	0x17bb
0x1737	0x1742
0x17e0	0x1859
0x17bb	0x17c6
0x1859	0x1864
0x19ff	0x1a80
0x1c6a	0x1cb6
0x1cd1	0x1ce5
0x1cb6	0x1cbf
0x1cfe	0x1d1c
0x1d37	0x1d4b
0x1d1c	0x1d25
0x1d64	0x1d88
0x1dad	0x1df1
0x1d88	0x1d93
0x1e16	0x1e75
0x1df1	0x1dfc
0x1e9a	0x1f13
0x1e75	0x1e80
0x1f13	0x1f1e
0x212a	0x2174
0x234a	0x238e
0x2325	0x2330
0x238e	0x2399
0x3166	0x319e
0x2510	0x259d
0x25b8	0x25cc
0x259d	0x25a6
0x25e5	0x2603
0x261e	0x2632
0x2603	0x260c
0x264b	0x266f
0x2694	0x26d8
0x266f	0x267a
0x26fd	0x275c
0x26d8	0x26e3
0x2781	0x27fa
0x275c	0x2767
0x27fa	0x2805
0x2b73	0x2bab
0x2cb4	0x2cbc
0x2e08	0x2e95
0x2eb0	0x2ec4
0x2e95	0x2e9e
0x2edd	0x2efb
0x2f16	0x2f2a
0x2efb	0x2f04
0x2f43	0x2f67
0x2f8c	0x2fd0
0x2f67	0x2f72
0x2ff5	0x3054
0x2fd0	0x2fdb
0x3079	0x30f2
0x3054	0x305f
0x30f2	0x30fd
0x14e	0x156
0x1de	0x1e6
0x243	0x24b
0x29a	0x2a2
0x2c5	0x2cd
0x34a	0x352
0x38d	0x395
0x3be	0x3c6
0x431	0x439
0x494	0x49c
0x4c1	0x4c9
0x526	0x52e
0x57d	0x585
0x594	0x59c
0x5eb	0x5f3
0x602	0x60a
0x692	0x69a
0x6f7	0x6ff
0x7be	0x7c6
0x80b	0x813
0x84e	0x856
0x8a5	0x8ad
0x90a	0x912
0x981	0x989
0x9c4	0x9cc
0x41	0x4c
0x4c	0x57
0x57	0x62
0x62	0x6d
0x6d	0x78
0x78	0x83
0x83	0x8e
0x8e	0x99
0x99	0xa4
0xa4	0xaf
0xaf	0xba
0xba	0xc5
0xc5	0xd0
0xd0	0xdb
0xdb	0xe6
0xe6	0xf1
0xf1	0xfc
0xfc	0x107
0x107	0x112
0x112	0x11d
0x11d	0x128
0x128	0x133
0x133	0x13e
0x13e	0x34ea
0x1b7	0x1d0
0x66b	0x684
0x128f	0x12a8
0x1374	0x138d
0x162b	0x1644
0x1691	0x16aa
0x1ce5	0x1cfe
0x1d4b	0x1d64
0x25cc	0x25e5
0x2632	0x264b
0x2ec4	0x2edd
0x2f2a	0x2f43
0x2c8eB0x2894	0x2ca0B0x2894
0x2c75B0xc8c	0x2c82B0xc8c
0x2c8eB0xcde	0x2ca0B0xcde
0x2c75B0xd73	0x2c82B0xd73
0x2c75B0x19ec	0x2c82B0x19ec
0x2c75B0x2178	0x2c82B0x2178
0x2c8eB0x21ca	0x2ca0B0x21ca
0x3373B0x2406	0x3446B0x2406
0x344aB0x2406	0x3455B0x2406
0x345eB0x2406	0x3470B0x2406
0x3474B0x2406	0x348cB0x2406
0x2c8eB0x320b	0x2ca0B0x320b
0x2c8eB0x3220	0x2ca0B0x3220
0x1facB0x5f7	0x2067B0x5f7
0x206bB0x5f7	0x2076B0x5f7
0x207fB0x5f7	0x2091B0x5f7
