0x40	0x40
0x0	0x0
0x3f	0xd
0x60	0x56
0x4	0x0
0x2	0x0
0x5	0x0
0x7	0x0
0x8	0x0
0xd	0xd
0x12	0xd
0x30	0xd
0x32	0xd
0x33	0xd
0x34	0xd
0x35	0xd
0x3b	0xd
0x41	0x40
0x46	0x40
0x4c	0x4b
0x51	0x4b
0x57	0x56
0x5c	0x56
0x62	0x61
0x67	0x61
0x6d	0x6c
0x72	0x6c
0x78	0x77
0x7d	0x77
0x83	0x82
0x85	0x82
0x88	0x82
0x8f	0x8c
0x91	0x8c
0x93	0x8c
0x95	0x8c
0x96	0x8c
0x98	0x8c
0x99	0x8c
0x9a	0x8c
0x9b	0x8c
0x9f	0x9f
0xa4	0xa3
0xa6	0xa3
0xa7	0xa3
0xa8	0xa3
0xac	0xa3
0xaf	0xa3
0xb2	0xa3
0xb3	0xa3
0xb4	0xa3
0xb6	0xa3
0xb7	0xa3
0xba	0xa3
0xbb	0xa3
0xc1	0xa3
0xc2	0xa3
0xc6	0xc6
0xca	0xc9
0xce	0xcd
0xd0	0xcd
0xd1	0xcd
0xd5	0xd5
0xdb	0xd9
0xde	0xd9
0xff	0xfe
0x101	0xfe
0x102	0xfe
0x106	0x106
0x10c	0x10a
0x10f	0x10a
0x111	0x10a
0x112	0x10a
0x114	0x10a
0x116	0x10a
0x118	0x10a
0x119	0x10a
0x11a	0x10a
0x11c	0x10a
0x11d	0x10a
0x11e	0x10a
0x125	0x124
0x127	0x124
0x128	0x124
0x12c	0x12c
0x132	0x130
0x135	0x130
0x13a	0x139
0x13d	0x139
0x141	0x139
0x145	0x139
0x146	0x139
0x148	0x139
0x14c	0x14b
0x14e	0x14b
0x14f	0x14b
0x153	0x153
0x159	0x157
0x15c	0x157
0x161	0x160
0x163	0x160
0x164	0x160
0x168	0x168
0x16e	0x16c
0x171	0x16c
0x176	0x175
0x179	0x175
0x17a	0x175
0x17c	0x175
0x17e	0x175
0x180	0x175
0x183	0x175
0x184	0x175
0x185	0x175
0x188	0x175
0x18b	0x175
0x18d	0x175
0x18f	0x175
0x191	0x175
0x198	0x175
0x19d	0x175
0x19f	0x175
0x1a2	0x175
0x1a3	0x175
0x1a5	0x175
0x1a7	0x175
0x1a9	0x175
0x1aa	0x175
