0x40	[0x40, nil]
0x0	[0x0, nil]
0x3f	[0x3f, nil]
0x4	[0x4, nil]
0x2	[0x2, nil]
0x5	[0x5, nil]
0x8	[0x8, nil]
0x9	[0x9, nil]
0xb	[0xb, nil]
0xd	[0xd, nil]
0xe	[0xe, nil]
0x11	[0x11, nil]
0x12	[0x12, nil]
0x13	[0x13, nil]
0x16	[0x16, nil]
0x18	[0x18, nil]
0x1d	[0x1d, nil]
0x22	[0x22, nil]
0x25	[0x25, nil]
0x27	[0x27, nil]
0x28	[0x28, nil]
0x2d	[0x2d, nil]
0x33	[0x33, nil]
0x36	[0x36, nil]
0x39	[0x39, nil]
0x3c	[0x3c, nil]
0x61	[0x61, nil]
0x65	[0x65, nil]
0x6a	[0x6a, nil]
0x6d	[0x6d, nil]
0x71	[0x71, nil]
0x75	[0x75, nil]
0x98	[0x98, nil]
0x9b	[0x9b, nil]
0x9f	[0x9f, nil]
0xa4	[0xa4, nil]
0xa7	[0xa7, nil]
0xaf	[0xaf, nil]
0xb0	[0xb0, nil]
0xb5	[0xb5, nil]
0xb8	[0xb8, nil]
0xbb	[0xbb, nil]
0xbd	[0xbd, nil]
0xc6	[0xc6, nil]
0x171	[0x171, nil]
0x175	[0x175, nil]
0x179	[0x179, nil]
0x17c	[0x17c, nil]
0xceS0x31	[0xab, [0xce, nil]]
0xcfS0x31	[0xab, [0xcf, nil]]
0xd2S0x31	[0xab, [0xd2, nil]]
0xd4S0x31	[0xab, [0xd4, nil]]
0xd5S0x31	[0xab, [0xd5, nil]]
0xd6S0x31	[0xab, [0xd6, nil]]
0xd9S0x31	[0xab, [0xd9, nil]]
0xdaS0x31	[0xab, [0xda, nil]]
0xdbS0x31	[0xab, [0xdb, nil]]
0xdcS0x31	[0xab, [0xdc, nil]]
0xdfS0x31	[0xab, [0xdf, nil]]
0xe1S0x31	[0xab, [0xe1, nil]]
0xe4S0x31	[0xab, [0xe4, nil]]
0xe6S0x31	[0xab, [0xe6, nil]]
0xe8S0x31	[0xab, [0xe8, nil]]
0xeaS0x31	[0xab, [0xea, nil]]
0xecS0x31	[0xab, [0xec, nil]]
0xedS0x31	[0xab, [0xed, nil]]
0xf0S0x31	[0xab, [0xf0, nil]]
0xf2S0x31	[0xab, [0xf2, nil]]
0xf5S0x31	[0xab, [0xf5, nil]]
0xf7S0x31	[0xab, [0xf7, nil]]
0xf8S0x31	[0xab, [0xf8, nil]]
0x111S0x31	[0xab, [0x111, nil]]
0x112S0x31	[0xab, [0x112, nil]]
0x114S0x31	[0xab, [0x114, nil]]
0x118S0x31	[0xab, [0x118, nil]]
0x119S0x31	[0xab, [0x119, nil]]
0x140S0x31	[0xab, [0x140, nil]]
0x147S0x31	[0xab, [0x147, nil]]
0x124S0x31	[0xab, [0x124, nil]]
0x125S0x31	[0xab, [0x125, nil]]
0x126S0x31	[0xab, [0x126, nil]]
0xfeS0x31	[0xab, [0xfe, nil]]
0xffS0x31	[0xab, [0xff, nil]]
0x101S0x31	[0xab, [0x101, nil]]
0x102S0x31	[0xab, [0x102, nil]]
0x105S0x31	[0xab, [0x105, nil]]
0x106S0x31	[0xab, [0x106, nil]]
0x109S0x31	[0xab, [0x109, nil]]
0x120S0x31	[0xab, [0x120, nil]]
0x12cS0x31	[0xab, [0x12c, nil]]
0x130S0x31	[0xab, [0x130, nil]]
0x132S0x31	[0xab, [0x132, nil]]
0x135S0x31	[0xab, [0x135, nil]]
0x137S0x31	[0xab, [0x137, nil]]
