0x0	0xd
0x3f	0xb11
0xd	0x1e
0x1ec	0x206
0x2c2	0x2dc
0x2eb	0x305
0x3ff	0x404
0x54	0x5c
0x87	0x8f
0xb2	0xba
0xd2	0xda
0x1e	0x29
0x29	0x34
0x34	0x3f
0x3490x4a	0x3640x4a
0x3490x1e2	0x3640x1e2
0x3490x2b8	0x3640x2b8
0x109B0x6f	0x123B0x6f
0x3490x101B0x6f	0x3640x101B0x6f
0x143B0x82	0x15dB0x82
0x181B0x82	0x19bB0x82
0x1bcB0x82	0x1c1B0x82
0x1c1B0x82	0x1cbB0x82
0x3490x13bB0x82	0x3640x13bB0x82
0x49fB0x60	0x4adB0x60
0x6f5B0x445B0x4b1B0x60	0x6fcB0x445B0x4b1B0x60
0x49fB0xbe	0x4adB0xbe
0x6f5B0x445B0x4b1B0xbe	0x6fcB0x445B0x4b1B0xbe
0x241B0xcd	0x24fB0xcd
0x227B0xcd	0x241B0xcd
0x3490x21fB0xcd	0x3640x21fB0xcd
0x4c5B0x74	0x4d6B0x74
0x4e6B0x74	0x4ffB0x74
0x468B0x503B0x74	0x47cB0x503B0x74
0x480B0x503B0x74	0x494B0x503B0x74
0x456B0x503B0x74	0x464B0x503B0x74
0x6f5B0x445B0x4daB0x74	0x6fcB0x445B0x4daB0x74
