0x0	__function_selector__
0x1ea	name()
0x267	approve(address,uint256)
0x2a7	initialize(string,string,uint8)
0x3db	totalSupply()
0x3f5	transferFrom(address,address,uint256)
0x42b	PERMIT_TYPEHASH()
0x433	decimals()
0x451	DOMAIN_SEPARATOR()
0x459	increaseAllowance(address,uint256)
0x485	unpause()
0x48d	mint(address,uint256)
0x4b9	burn(uint256)
0x4d6	isPauser(address)
0x4fc	initialize(address,address)
0x52a	paused()
0x532	renouncePauser()
0x53a	balanceOf(address)
0x560	burnFrom(address,uint256)
0x58c	nonces(address)
0x5b2	initialize()
0x5ba	addPauser(address)
0x5e0	pause()
0x5e8	symbol()
0x5f0	addMinter(address)
0x616	renounceMinter()
0x61e	decreaseAllowance(address,uint256)
0x64a	transfer(address,uint256)
0x676	isMinter(address)
0x69c	initialize(address)
0x6c2	permit(address,address,uint256,uint256,uint8,bytes32,bytes32)
0x713	allowance(address,address)
0x741	0x741
0x838	0x838
0xb68	0xb68
0xd83	0xd83
0xdd1	0xdd1
0xf97	0xf97
0xff8	0xff8
0x1047	0x1047
0x1109	0x1109
0x111c	0x111c
0x13ff	0x13ff
0x14e6	0x14e6
0x14ea	0x14ea
0x15dc	0x15dc
0x16d8	0x16d8
0x173f	0x173f
0x181e	0x181e
0x1872	0x1872
0x18bb	0x18bb
0x19cd	0x19cd
0x1a83	0x1a83
0x1b6f	0x1b6f
0x1ccd	0x1ccd
0x1d64	0x1d64
0x1dbe	0x1dbe
0x1e00	0x1e00
0x1ea3	0x1ea3
0x1f0a	0x1f0a
0x1f8b	0x1f8b
0x202e	0x202e
0x20ac	0x20ac
0x23c6	()
0x23c6	fallback()
