0x0	__function_selector__
0x22c	mint(uint256[],uint256)
0x29c	mintFee()
0x2b6	getRedeemSingleAmount(uint256,uint256)
0x2f2	feeDenominator()
0x2fa	totalSupply()
0x302	getPendingFeeAmount()
0x30a	redeemSingle(uint256,uint256,uint256)
0x333	setPoolToken(address)
0x359	setSwapFee(uint256)
0x376	precisions(uint256)
0x393	unpause()
0x39b	getRedeemMultiAmount(uint256[])
0x409	admins(address)
0x443	redeemMulti(uint256[],uint256)
0x4b1	getSwapAmount(uint256,uint256,uint256)
0x4da	feeRecipient()
0x4fe	balances(uint256)
0x51b	setAdmin(address,bool)
0x549	tokens(uint256)
0x566	swapFee()
0x56e	swap(uint256,uint256,uint256,uint256)
0x59d	initialA()
0x5a5	governance()
0x5ad	paused()
0x5b5	setRedeemFee(uint256)
0x5d2	pause()
0x5da	redeemFee()
0x5e2	redeemProportion(uint256,uint256[])
0x657	setGovernance(address)
0x67d	getMintAmount(uint256[])
0x6eb	getRedeemProportionAmount(uint256)
0x763	poolToken()
0x76b	initialize(address[],uint256[],uint256[],address,uint256)
0x91e	getA()
0x926	collectFee()
0x92e	setFeeRecipient(address)
0x954	setMintFee(uint256)
0x103c	0x103c
0x31ee	0x31ee
0x31f4	0x31f4
0x3509	0x3509
0x356b	0x356b
0x35c5	0x35c5
0x373a	0x373a
0x377c	0x377c
0x37be	0x37be
0x381e	0x381e
0x3ab2	0x3ab2
0x3b63	0x3b63
0x3cda	0x3cda
0x3d13	0x3d13
0x3d5e	0x3d5e
0x3dbf	0x3dbf
0x3dd9	0x3dd9
0x3ee2	()
0x3ee2	fallback()
