0xb35
0xbe6
0xf89
0xfbb
0x1349
0x139c
0x18c2
0x1949
0x197a
0x1b45
0x1ba8
0x1bd4
0x1f69
0x1fe5
0x201d
0x237f
0x242a
0x2847
0x28a7
0x2c54
0x2cb7
0x2ded
0x2e3b
0x364c
0x3679
0x36a8
0x36c9
0x385f
0x3890
0x38a7
0x38de
0x38fc
0x3b63
