0x126	0x3d4fb75
0x14f	0xeda85ee
0x16f	0x1a9ee26f
0x182	0x45d1cfe0
0x197	0x5db88e85
0x19f	0x67963132
0x1b4	0x715018a6
0x1bc	0x77f32f84
0x1cf	0x8da5cb5b
0x1d7	0x9135b6c3
0x1ea	0xa0622a5c
0x1f2	0xa8a9c260
0x1fa	0xac210cc7
0x202	0xc2167d93
0x215	0xc26ad22d
0x228	0xc4d66de8
0x23b	0xebbf5c17
0x24e	0xf2fde38b
0x261	0xf51c7512
0x1147	0x00000000
