0x76b
0x1f00
0x1f10
0x1fdd
0x1fe3
0x2999
0x29b9
0x29de
0x2a6a
0x2a71
0x2a78
0x3303
0x29b90x288c
0x29de0x288c
0x3618S0x3273S0x3403S0x12c0
0x362fS0x3273S0x3403S0x12c0
0x3618S0x3273S0x3403S0x1e17
0x362fS0x3273S0x3403S0x1e17
0x3618S0x32afS0x2d19
0x362fS0x32afS0x2d19
