0x0	__function_selector__
0x1df	activationTimestamp()
0x1fd	name()
0x212	approve(address,uint256)
0x232	totalSupply()
0x23a	redeem(address,uint256)
0x24f	transferFrom(address,address,uint256)
0x262	redeemToken()
0x277	decimals()
0x28c	increaseAllowance(address,uint256)
0x29f	overridenFee()
0x2a7	balanceOf(address)
0x2ba	renounceOwnership()
0x2c2	merkleRoots(uint256)
0x2d5	claimProjectTokensByFeeCollector()
0x2dd	overrideFee(uint256)
0x2f0	owner()
0x2f8	symbol()
0x300	addRecipients(address[],uint256[])
0x313	addMerkleRoot(bytes32,uint256,uint8,bytes32,bytes32)
0x326	decreaseAllowance(address,uint256)
0x339	transfer(address,uint256)
0x34c	factory()
0x354	initialize(string,string,uint8,address,address,address,uint256,uint256,uint8)
0x367	addRecipientsType()
0x37c	allowance(address,address)
0x38f	claimTokensByMerkleProof(bytes32[],uint256,address,uint256)
0x3a2	transferOwnership(address)
0x3b5	redeemTimestamp()
0x3bd	domainSeparator()
0x3c5	addRecipient(address,uint256)
0x3de	0x3de
0x474	0x474
0x498	0x498
0x608	0x608
0x7c7	0x7c7
0x820	0x820
0xc9e	0xc9e
0xcad	0xcad
0xd0e	0xd0e
0x10d0	0x10d0
0x1299	0x1299
0x148e	0x148e
0x15f2	0x15f2
0x16bf	0x16bf
0x178a	0x178a
0x178e	0x178e
0x1924	0x1924
0x19a7	0x19a7
0x19e1	0x19e1
0x1a95	0x1a95
0x1abd	0x1abd
0x1ae2	0x1ae2
0x1b10	0x1b10
0x1b31	0x1b31
0x1b5d	0x1b5d
0x1b71	0x1b71
0x1b82	0x1b82
0x1c15	0x1c15
0x1d96	0x1d96
0x1e25	0x1e25
0x1fee	0x1fee
0x1ff4	0x1ff4
0x2075	0x2075
0x214f	0x214f
0x2208	0x2208
0x221f	0x221f
0x22df	0x22df
0x2318	0x2318
0x23a4	0x23a4
0x23b9	0x23b9
0x23c4	0x23c4
0x2430	0x2430
0x243f	0x243f
0x24a4	0x24a4
0x24b5	0x24b5
0x24d1	0x24d1
0x24ed	0x24ed
0x2565	0x2565
0x2590	0x2590
0x2701	0x2701
0x2767	0x2767
0x2833	0x2833
0x284b	0x284b
0x289a	0x289a
0x28f6	0x28f6
0x28ff	0x28ff
0x298f	0x298f
0x2b38	0x2b38
0x2b6f	0x2b6f
0x2df6	0x2df6
0x2e2b	0x2e2b
0x2f26	0x2f26
0x31f9	0x31f9
0x32ac	0x32ac
0x32d0	0x32d0
0x32ee	0x32ee
0x331a	0x331a
0x3419	()
0x3419	fallback()
0x3f0e	0x3f0e
0x4362	0x4362
0x43da	0x43da
