0x5da	0x5e8	-32
0x607	0x615	-32
0x637	0x645	-32
0x667	0x675	-32
0x6ac	0x6ba	-32
0x9ef	0x274	0
0xa43	0x274	0
0xa95	0xaad	0
0xc34	0xc4c	0
0xf43	0xfb3	0
0xf8f	0xfb3	0
0x10ae	0x111e	0
0x10fa	0x111e	0
0x1226	0x1296	0
0x1272	0x1296	0
0x1417	0x142f	0
0x197c	0x1994	0
0x93eV0x22c	0x25cb	0
0x8f60x988V0x22c	0x25cb	0
0xca7V0x2f1	0x26ba	0
0xca7V0x2f1	0xcbfS0x2f1	0
0xc5f0x988V0x2f1	0x26ba	0
0x13a4V0x3a7	0x13bcS0x3a7	0
0x14e2V0x3ec	0x14d5S0x3ec	-68
0x14e2V0x3ec	0x14dcS0x3ec	-64
0x14e2V0x3ec	0x14e3S0x3ec	-32
0x14e2V0x3ec	0x1509S0x3ec	0
0x1559V0x3ec	0x154cS0x3ec	-68
0x1559V0x3ec	0x1553S0x3ec	-64
0x1559V0x3ec	0x155aS0x3ec	-32
0x1559V0x3ec	0x1580S0x3ec	0
0x15c7V0x3ec	0x15baS0x3ec	-68
0x15c7V0x3ec	0x15c1S0x3ec	-64
0x15c7V0x3ec	0x15c8S0x3ec	-32
0x15c7V0x3ec	0x15eeS0x3ec	0
0x15c7V0x3ec	0x1614S0x3ec	32
0x1675V0x3ec	0x20d3S0x3ec	0
0x1675V0x3ec	0x20c2S0x3ec	32
0x1675V0x3ec	0x1752S0x3ec	42
0x1675V0x3ec	0x1741S0x3ec	74
0x16bfV0x3ec	0x20d3S0x3ec	0
0x16bfV0x3ec	0x20c2S0x3ec	32
0x16bfV0x3ec	0x1752S0x3ec	42
0x16bfV0x3ec	0x1741S0x3ec	74
0x1759V0x3ec	0x1752S0x3ec	-47
0x1759V0x3ec	0x1741S0x3ec	-15
0x1759V0x3ec	0x17f6S0x3ec	0
0x1759V0x3ec	0x17ecS0x3ec	32
0x1759V0x3ec	0x18a0S0x3ec	58
0x1759V0x3ec	0x1896S0x3ec	90
0x17a3V0x3ec	0x17f6S0x3ec	0
0x17a3V0x3ec	0x17ecS0x3ec	32
0x17a3V0x3ec	0x18a0S0x3ec	58
0x17a3V0x3ec	0x1896S0x3ec	90
0x184dV0x3ec	0x18a0S0x3ec	0
0x184dV0x3ec	0x1896S0x3ec	32
0x184dV0x3ec	0x21b0S0x3ec	40
0x184dV0x3ec	0x219fS0x3ec	72
0x18f7V0x3ec	0x21b0S0x3ec	0
0x18f7V0x3ec	0x219fS0x3ec	32
0x21b7V0x3ec	0x21b0S0x3ec	-45
0x21b7V0x3ec	0x219fS0x3ec	-13
0x20daV0x3ec	0x20d3S0x3ec	-42
0x20daV0x3ec	0x20c2S0x3ec	-10
0x20daV0x3ec	0x1752S0x3ec	0
0x20daV0x3ec	0x1741S0x3ec	32
0x20daV0x3ec	0x17f6S0x3ec	47
0x20daV0x3ec	0x17ecS0x3ec	79
0x2124V0x3ec	0x1752S0x3ec	0
0x2124V0x3ec	0x1741S0x3ec	32
0x2124V0x3ec	0x17f6S0x3ec	47
0x2124V0x3ec	0x17ecS0x3ec	79
0x19efV0x42e	0x2858	0
0x19efV0x42e	0x1a07S0x42e	0
0x19a70x988V0x42e	0x2858	0
0x1a8fV0x691	0x2251S0x691	-32
0x1a8fV0x691	0x227aS0x691	0
0x1ac0V0x691	0x1ac4S0x691	-32
0x2248V0x691	0x2251S0x691	-32
0x2248V0x691	0x227aS0x691	0
0x227cV0x691	0x2285S0x691	-32
0x227cV0x691	0x22aaS0x691	0
0x227cV0x691	0x23a2S0x691	32
0x23a9V0x691	0x1ac4S0x691	0
0x23f6V0x691	0x1ac4S0x691	0
